pattern	file	line	text
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/resources/AndroidManifest.xml	568	<category android:name="android.intent.category.HOME"/>
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/androidx/transition/CanvasUtils.java	2997	intent.addCategory("android.intent.category.HOME");
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/b/a/m/d3/e.java	264	intent.addCategory("android.intent.category.HOME");
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/b/a/m/d3/e.java	321	intent2.addCategory("android.intent.category.HOME");
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/b/a/m/d3/e.java	358	intent3.addCategory("android.intent.category.HOME");
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/b/a/m/m4/f1.java	442	intent.addCategory("android.intent.category.HOME");
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/b/a/m/t4/u/n.java	44	intent.addCategory("android.intent.category.HOME");
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/com/android/launcher3/dragndrop/AddItemActivity.java	140	Intent flags = new Intent("android.intent.action.MAIN").addCategory("android.intent.category.HOME").setPackage(getPackageName()).setFlags(CrashUtils.ErrorDialogData.BINDER_CRASH);
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/LauncherActivity.java	700	intent.addCategory("android.intent.category.HOME");
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/ThemedActivity.java	121	List<ResolveInfo> listR = com.microsoft.intune.mam.j.f.d.a.r(getPackageManager(), new Intent("android.intent.action.MAIN").addCategory("android.intent.category.HOME").addCategory("android.intent.category.LAUNCHER"), AnswerGroupType.COMMON);
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/defaultlauncher/FakeHome.java	26	intent.addCategory("android.intent.category.HOME");
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/defaultlauncher/FakeHome.java	52	intent.addCategory("android.intent.category.HOME");
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/defaultlauncher/FakeHome.java	59	intentFilter.addCategory("android.intent.category.HOME");
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/defaultlauncher/FakeHome.java	62	intent2.addCategory("android.intent.category.HOME");
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/defaultlauncher/FakeHome.java	83	intent4.addCategory("android.intent.category.HOME");
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/welcome/pages/SoftLandingPage.java	244	intent.addCategory("android.intent.category.HOME");
intent:CATEGORY_HOME	decompiled/jadx/microsoft-launcher/sources/com/microsoft/rewards/activity/RewardsInfoActivity.java	56	intent.addCategory("android.intent.category.HOME");
package:setEnabledSetting	decompiled/jadx/microsoft-launcher/sources/com/microsoft/intune/mam/client/content/pm/PackageManagementBehavior.java	116	void setApplicationEnabledSetting(PackageManager packageManager, String str, int i2, int i3);
package:setEnabledSetting	decompiled/jadx/microsoft-launcher/sources/com/microsoft/intune/mam/client/content/pm/PackageManagementBehavior.java	118	void setComponentEnabledSetting(PackageManager packageManager, ComponentName componentName, int i2, int i3);
package:setEnabledSetting	decompiled/jadx/microsoft-launcher/sources/com/microsoft/intune/mam/j/f/d/a.java	105	g().setComponentEnabledSetting(packageManager, componentName, i2, i3);
package:setEnabledSetting	decompiled/jadx/microsoft-launcher/sources/com/microsoft/intune/mam/j/f/d/b.java	262	public void setApplicationEnabledSetting(PackageManager packageManager, String str, int i2, int i3) {
package:setEnabledSetting	decompiled/jadx/microsoft-launcher/sources/com/microsoft/intune/mam/j/f/d/b.java	263	packageManager.setApplicationEnabledSetting(str, i2, i3);
package:setEnabledSetting	decompiled/jadx/microsoft-launcher/sources/com/microsoft/intune/mam/j/f/d/b.java	267	public void setComponentEnabledSetting(PackageManager packageManager, ComponentName componentName, int i2, int i3) {
package:setEnabledSetting	decompiled/jadx/microsoft-launcher/sources/com/microsoft/intune/mam/j/f/d/b.java	268	packageManager.setComponentEnabledSetting(componentName, i2, i3);
settings:defaultHome	decompiled/jadx/microsoft-launcher/resources/res/values/dimens.xml	942	<dimen name="ms_default_home_screen_padding">12dp</dimen>
settings:defaultHome	decompiled/jadx/microsoft-launcher/resources/res/values/dimens.xml	1364	<dimen name="setting_showmore_homesettings_padding">8dp</dimen>
settings:defaultHome	decompiled/jadx/microsoft-launcher/resources/res/values/dimens.xml	1365	<dimen name="setting_showmore_homesettings_padding_left">23sp</dimen>
settings:defaultHome	decompiled/jadx/microsoft-launcher/resources/res/values/public.xml	3761	<public type="dimen" name="ms_default_home_screen_padding" id="0x7f0703ab" />
settings:defaultHome	decompiled/jadx/microsoft-launcher/resources/res/values/public.xml	4183	<public type="dimen" name="setting_showmore_homesettings_padding" id="0x7f070551" />
settings:defaultHome	decompiled/jadx/microsoft-launcher/resources/res/values/public.xml	4184	<public type="dimen" name="setting_showmore_homesettings_padding_left" id="0x7f070552" />
settings:defaultHome	decompiled/jadx/microsoft-launcher/resources/res/values/public.xml	8028	<public type="id" name="action_set_default_home_page" id="0x7f090084" />
settings:defaultHome	decompiled/jadx/microsoft-launcher/resources/res/values/public.xml	15869	<public type="style" name="HomeSettingsTheme" id="0x7f1201bd" />
settings:defaultHome	decompiled/jadx/microsoft-launcher/resources/res/values/styles.xml	3036	<style name="HomeSettingsTheme" parent="@android:style/Theme.DeviceDefault.Settings">
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/j/u.java	761	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/a4/e.java	535	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/b2/a0.java	538	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/c4/p8.java	67	viewGroup.setPadding(context.getResources().getDimensionPixelOffset(R.dimen.setting_showmore_homesettings_padding_left), viewGroup.getPaddingTop(), viewGroup.getPaddingRight(), viewGroup.getPaddingBottom());
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/e4/e.java	531	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/g1.java	986	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/g2/i.java	539	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/i4/d1.java	776	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/j3/b.java	545	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/k2/j.java	782	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/k3/h.java	538	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/l2/i0.java	554	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/n2/a0.java	528	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/o1/i.java	124	m.i.p.y.b.a aVar = new m.i.p.y.b.a(R.id.action_set_default_home_page, this.a.getString(R.string.accessibility_overview_set_home, new Object[]{Integer.valueOf(iIndexOfChild2), Integer.valueOf(pageCount2)}));
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/q4/e.java	796	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/s4/c.java	766	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/u2/g.java	480	str6 = "DefaultHomePage";
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/m/x3/s.java	794	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/b/a/v/n.java	752	public static final int setting_showmore_homesettings_padding_left = 2131166546;
