source_path,source_sha256,line,function,marker,text
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2331,<file-scope>,property_or_boot_state,* kbase_show_gpuinfo - Show callback for the gpuinfo sysfs entry.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2332,<file-scope>,property_or_boot_state,* @dev: The device this sysfs file is for.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2333,<file-scope>,property_or_boot_state,* @attr: The attributes of the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2337,<file-scope>,property_or_boot_state,"* GPU via the gpuinfo sysfs entry. This includes the GPU family, the"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2413,<file-scope>,property_or_boot_state,* set_dvfs_period - Store callback for the dvfs_period sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2414,<file-scope>,property_or_boot_state,* @dev: The device with sysfs file is for
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2415,<file-scope>,property_or_boot_state,* @attr: The attributes of the sysfs file
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2416,<file-scope>,property_or_boot_state,* @buf: The value written to the sysfs file
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2417,<file-scope>,property_or_boot_state,* @count: The number of bytes written to the sysfs file
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2419,<file-scope>,property_or_boot_state,* This function is called when the dvfs_period sysfs file is written to. It
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2449,<file-scope>,property_or_boot_state,* show_dvfs_period - Show callback for the dvfs_period sysfs entry.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2450,<file-scope>,property_or_boot_state,* @dev: The device this sysfs file is for.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2451,<file-scope>,property_or_boot_state,* @attr: The attributes of the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2478,<file-scope>,property_or_boot_state,* set_pm_poweroff - Store callback for the pm_poweroff sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2479,<file-scope>,property_or_boot_state,* @dev: The device with sysfs file is for
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2480,<file-scope>,property_or_boot_state,* @attr: The attributes of the sysfs file
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2481,<file-scope>,property_or_boot_state,* @buf: The value written to the sysfs file
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2482,<file-scope>,property_or_boot_state,* @count: The number of bytes written to the sysfs file
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2484,<file-scope>,property_or_boot_state,* This function is called when the pm_poweroff sysfs file is written to.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2523,<file-scope>,property_or_boot_state,* show_pm_poweroff - Show callback for the pm_poweroff sysfs entry.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2524,<file-scope>,property_or_boot_state,* @dev: The device this sysfs file is for.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2525,<file-scope>,property_or_boot_state,* @attr: The attributes of the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2555,<file-scope>,property_or_boot_state,* set_reset_timeout - Store callback for the reset_timeout sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2556,<file-scope>,property_or_boot_state,* @dev: The device with sysfs file is for
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2557,<file-scope>,property_or_boot_state,* @attr: The attributes of the sysfs file
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2558,<file-scope>,property_or_boot_state,* @buf: The value written to the sysfs file
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2559,<file-scope>,property_or_boot_state,* @count: The number of bytes written to the sysfs file
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2561,<file-scope>,property_or_boot_state,* This function is called when the reset_timeout sysfs file is written to. It
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2591,<file-scope>,property_or_boot_state,* show_reset_timeout - Show callback for the reset_timeout sysfs entry.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2592,<file-scope>,property_or_boot_state,* @dev: The device this sysfs file is for.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2593,<file-scope>,property_or_boot_state,* @attr: The attributes of the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2700,<file-scope>,property_or_boot_state,* @dev: The device this sysfs file is for.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2701,<file-scope>,property_or_boot_state,* @attr: The attributes of the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2722,<file-scope>,property_or_boot_state,* @dev: The device this sysfs file is for.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2723,<file-scope>,property_or_boot_state,* @attr: The attributes of the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2724,<file-scope>,property_or_boot_state,* @buf: The value written to the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2725,<file-scope>,property_or_boot_state,* @count: The number of bytes written to the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2757,<file-scope>,property_or_boot_state,* @dev: The device this sysfs file is for.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2758,<file-scope>,property_or_boot_state,* @attr: The attributes of the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2779,<file-scope>,property_or_boot_state,* @dev: The device this sysfs file is for.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2780,<file-scope>,property_or_boot_state,* @attr: The attributes of the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2781,<file-scope>,property_or_boot_state,* @buf: The value written to the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2782,<file-scope>,property_or_boot_state,* @count: The number of bytes written to the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2812,<file-scope>,property_or_boot_state,* show_js_ctx_scheduling_mode - Show callback for js_ctx_scheduling_mode sysfs
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2814,<file-scope>,property_or_boot_state,* @dev: The device this sysfs file is for.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2815,<file-scope>,property_or_boot_state,* @attr: The attributes of the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2835,<file-scope>,property_or_boot_state,* set_js_ctx_scheduling_mode - Set callback for js_ctx_scheduling_mode sysfs
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2837,<file-scope>,property_or_boot_state,* @dev: The device this sysfs file is for.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2838,<file-scope>,property_or_boot_state,* @attr: The attributes of the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2839,<file-scope>,property_or_boot_state,* @buf: The value written to the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2840,<file-scope>,property_or_boot_state,* @count: The number of bytes written to the sysfs file.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2842,<file-scope>,property_or_boot_state,* This function is called when the js_ctx_scheduling_mode sysfs file is written
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,2972,<file-scope>,user_copy,"if (copy_from_user(buf, ubuf, count))"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3356,<file-scope>,proc_sysfs_debugfs_registration,"kbdev->mali_debugfs_directory = debugfs_create_dir(kbdev->devname,"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3364,<file-scope>,proc_sysfs_debugfs_registration,"kbdev->debugfs_ctx_directory = debugfs_create_dir(""ctx"","
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3372,<file-scope>,proc_sysfs_debugfs_registration,"debugfs_ctx_defaults_directory = debugfs_create_dir(""defaults"","
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3391,<file-scope>,proc_sysfs_debugfs_registration,"debugfs_create_file(""quirks_sc"", 0644,"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3394,<file-scope>,proc_sysfs_debugfs_registration,"debugfs_create_file(""quirks_tiler"", 0644,"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3397,<file-scope>,proc_sysfs_debugfs_registration,"debugfs_create_file(""quirks_mmu"", 0644,"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3400,<file-scope>,proc_sysfs_debugfs_registration,"debugfs_create_file(""quirks_jm"", 0644,"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3405,<file-scope>,proc_sysfs_debugfs_registration,"debugfs_create_bool(""infinite_cache"", 0644,"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3409,<file-scope>,proc_sysfs_debugfs_registration,"debugfs_create_size_t(""mem_pool_max_size"", 0644,"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3414,<file-scope>,proc_sysfs_debugfs_registration,"debugfs_create_file(""protected_debug_mode"", S_IRUGO,"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3431,<file-scope>,proc_sysfs_debugfs_registration,"debugfs_create_file(""serialize_jobs"", S_IRUGO | S_IWUSR,"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3923,<file-scope>,device_registration,"/* This needs to happen before registering the device with misc_register(),"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3925,<file-scope>,uevent_or_netlink,"* uevent event being generated for userspace, causing udev rules to run"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3926,<file-scope>,property_or_boot_state,* which might expect certain sysfs attributes present. As a result of the
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3927,<file-scope>,property_or_boot_state,"* race condition we avoid, some Mali sysfs entries may have appeared to"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3935,<file-scope>,proc_sysfs_debugfs_registration,"err = sysfs_create_group(&kbdev->dev->kobj, &kbase_attr_group);"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3937,<file-scope>,property_or_boot_state,"dev_err(&pdev->dev, ""SysFS group creation failed\n"");"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,3943,<file-scope>,device_registration,err = misc_register(&kbdev->mdev);
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_core_linux.c,01036a5f82005206ea2e87644d3deb3b6aec158870b2aa99d822837b0bf9e9aa,4194,<file-scope>,device_registration,ret = platform_driver_register(&kbase_platform_driver);
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_debug_job_fault.c,bb80ddd35ffdb92e7c03058ba97a75195d2dc84da73efffcd837b7110ebf6dc2,427,<file-scope>,proc_sysfs_debugfs_registration,"debugfs_create_file(""job_fault"", S_IRUGO,"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_debug_job_fault.h,eefb54589637b5b7de32dd498437db9f6c685fe6c8eaf68710f0e5c2e442f77d,41,<file-scope>,property_or_boot_state,* kbase_debug_job_fault_debugfs_init - Initialize job fault debug sysfs
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_debug_mem_view.c,a2c2c1f8503d072ef9639ba884193a6925aa22606ca26c2d1da2a50a9a056cf5,288,<file-scope>,property_or_boot_state,* kbase_debug_mem_view_init - Initialise the mem_view sysfs file
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_debug_mem_view.c,a2c2c1f8503d072ef9639ba884193a6925aa22606ca26c2d1da2a50a9a056cf5,301,<file-scope>,proc_sysfs_debugfs_registration,"debugfs_create_file(""mem_view"", S_IRUSR, kctx->kctx_dentry, kctx_file,"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_defs.h,5308fc96fb0c0eccd35210ca929721b369bdc118af2aa5c61bb5384398901071,1038,<file-scope>,property_or_boot_state,* via sysfs. One mask per job slot.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_defs.h,5308fc96fb0c0eccd35210ca929721b369bdc118af2aa5c61bb5384398901071,1354,<file-scope>,property_or_boot_state,"* @force_replay_core_req: Core requirements, set through the sysfs file, for the replay"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_defs.h,5308fc96fb0c0eccd35210ca929721b369bdc118af2aa5c61bb5384398901071,1783,<file-scope>,ioctl_entry,"* @event_closed: Flag set through POST_TERM ioctl, indicates that Driver"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_defs.h,5308fc96fb0c0eccd35210ca929721b369bdc118af2aa5c61bb5384398901071,1820,<file-scope>,ioctl_entry,* ioctl to mmap system call. This helps returning unique
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_defs.h,5308fc96fb0c0eccd35210ca929721b369bdc118af2aa5c61bb5384398901071,1925,<file-scope>,ioctl_entry,* @vinstr_cli_lock: Lock used for the vinstr ioctl calls made for @vinstr_cli.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_defs.h,5308fc96fb0c0eccd35210ca929721b369bdc118af2aa5c61bb5384398901071,1963,<file-scope>,ioctl_entry,* EXT_RES_MAP or STICKY_RESOURCE_MAP ioctl.
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_device.c,3cb358cabcb53e7bf4f5906b98702fd842c2c44bf124749071125a325e72c0ba,513,<file-scope>,proc_sysfs_debugfs_registration,"debugfs_create_file(""mali_trace"", S_IRUGO,"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_event.c,1f9d888acc50914774b442d6e5821e61792480d2a82f93e60a92e3362821deee,61,<file-scope>,uevent_or_netlink,"int kbase_event_dequeue(struct kbase_context *ctx, struct base_jd_event_v2 *uevent)"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_event.c,1f9d888acc50914774b442d6e5821e61792480d2a82f93e60a92e3362821deee,77,<file-scope>,uevent_or_netlink,uevent->event_code = BASE_JD_EVENT_DRV_TERMINATED;
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_event.c,1f9d888acc50914774b442d6e5821e61792480d2a82f93e60a92e3362821deee,78,<file-scope>,uevent_or_netlink,"memset(&uevent->udata, 0, sizeof(uevent->udata));"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_event.c,1f9d888acc50914774b442d6e5821e61792480d2a82f93e60a92e3362821deee,93,<file-scope>,uevent_or_netlink,uevent->event_code = atom->event_code;
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_event.c,1f9d888acc50914774b442d6e5821e61792480d2a82f93e60a92e3362821deee,94,<file-scope>,uevent_or_netlink,uevent->atom_number = (atom - ctx->jctx.atoms);
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_event.c,1f9d888acc50914774b442d6e5821e61792480d2a82f93e60a92e3362821deee,100,<file-scope>,uevent_or_netlink,"uevent->udata = kbase_event_process(ctx, atom);"
drivers/misc/mediatek/gpu/gpu_mali/mali_bifrost/mali-r14p0/drivers/gpu/arm/midgard/mali_kbase_gpu_memory_debugfs.c,00fd85de9755da6375209fdce00996608622971c86341f0e3d36e4418c1512e9,175,<file-scope>,proc_sysfs_debugfs_registration,"debugfs_create_file(""gpu_memory"", S_IRUGO,"
