source_path,source_sha256,line,function,marker,text
drivers/misc/mediatek/accdet/accdet_drv.c,f1ef258560f9c076bcb1f28cd807d3d496b569151a719f608c348f93f0a4579e,51,<file-scope>,ioctl_entry,".unlocked_ioctl = accdet_unlocked_ioctl,"
drivers/misc/mediatek/accdet/accdet_drv.c,f1ef258560f9c076bcb1f28cd807d3d496b569151a719f608c348f93f0a4579e,143,<file-scope>,device_registration,ret = platform_driver_register(&accdet_driver);
drivers/misc/mediatek/accdet/mt8183/accdet.c,ceb891f3747fb6b2d61a6c15073fd74392069a70ccc4d2ee31c0fdceeba2c6a1,2164,<file-scope>,property_or_boot_state,* PART5.7: static sysfs attr functions for debug
drivers/misc/mediatek/accdet/mt8183/accdet.c,ceb891f3747fb6b2d61a6c15073fd74392069a70ccc4d2ee31c0fdceeba2c6a1,2166,<file-scope>,property_or_boot_state,/* ---sysfs--- */
drivers/misc/mediatek/accdet/mt8183/accdet.c,ceb891f3747fb6b2d61a6c15073fd74392069a70ccc4d2ee31c0fdceeba2c6a1,2691,<file-scope>,device_registration,"ret = alloc_chrdev_region(&accdet_devno, 0, 1, ACCDET_DEVNAME);/* get devNo */"
drivers/misc/mediatek/accdet/mt8183/accdet.c,ceb891f3747fb6b2d61a6c15073fd74392069a70ccc4d2ee31c0fdceeba2c6a1,2698,<file-scope>,device_registration,"ret = cdev_add(accdet_cdev, accdet_devno, 1);"
drivers/misc/mediatek/accdet/mt8183/accdet.c,ceb891f3747fb6b2d61a6c15073fd74392069a70ccc4d2ee31c0fdceeba2c6a1,2703,<file-scope>,device_registration,"accdet_class = class_create(THIS_MODULE, ACCDET_DEVNAME);"
drivers/misc/mediatek/accdet/mt8183/accdet.c,ceb891f3747fb6b2d61a6c15073fd74392069a70ccc4d2ee31c0fdceeba2c6a1,2705,<file-scope>,device_registration,"accdet_nor_device = device_create(accdet_class, NULL, accdet_devno, NULL, ACCDET_DEVNAME);"
drivers/misc/mediatek/accdet/mt8183/accdet.c,ceb891f3747fb6b2d61a6c15073fd74392069a70ccc4d2ee31c0fdceeba2c6a1,2815,<file-scope>,property_or_boot_state,* PART7: static sysfs attr functions for debug
drivers/misc/mediatek/accdet/mt8183/accdet.h,5115421117b40ebf4843dfa98572f9e3e1d5dcc01a35c4a05c70f764bbad2078,54,<file-scope>,ioctl_entry,"#define ACCDET_INIT _IO(ACCDET_IOC_MAGIC, 0)"
drivers/misc/mediatek/accdet/mt8183/accdet.h,5115421117b40ebf4843dfa98572f9e3e1d5dcc01a35c4a05c70f764bbad2078,55,<file-scope>,ioctl_entry,"#define SET_CALL_STATE _IO(ACCDET_IOC_MAGIC, 1)"
drivers/misc/mediatek/accdet/mt8183/accdet.h,5115421117b40ebf4843dfa98572f9e3e1d5dcc01a35c4a05c70f764bbad2078,56,<file-scope>,ioctl_entry,"#define GET_BUTTON_STATUS _IO(ACCDET_IOC_MAGIC, 2)"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,288,<file-scope>,user_copy,"if (copy_to_user(buf, msg_tmp + *f_pos, count)) {"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1048,<file-scope>,user_copy,"rsize = copy_from_user(&msg, buf, count);"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1265,<file-scope>,user_copy,"rsize = copy_from_user(&msg, buf, count);"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1348,<file-scope>,user_copy,"if (copy_from_user(&aee_mode_tmp, (void __user *)arg,"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1367,<file-scope>,user_copy,"if (copy_from_user(&aee_force_exp_tmp, (void __user *)arg,"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1394,<file-scope>,user_copy,"if (copy_from_user(dal_show, (struct aee_dal_show __user *)arg,"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1448,<file-scope>,user_copy,"if (copy_from_user(&dal_setcolor, (struct aee_dal_setcolor __user *)arg,"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1466,<file-scope>,ioctl_entry,"LOGD(""%s: get thread registers ioctl\n"", __func__);"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1508,<file-scope>,ioctl_entry,"LOGD(""%s: get thread registers ioctl tid invalid\n"", __func__);"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1534,<file-scope>,ioctl_entry,"LOGD(""%s: check suid dumpable ioctl\n"", __func__);"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1536,<file-scope>,user_copy,"if (copy_from_user(&pid, (void __user *)arg, sizeof(int))) {"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1573,<file-scope>,ioctl_entry,"LOGD(""%s: check suid dumpable ioctl pid invalid\n"", __func__);"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1595,<file-scope>,ioctl_entry,"LOGD(""%s: get aee_siginfo ioctl\n"", __func__);"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1634,<file-scope>,ioctl_entry,"LOGD(""%s: get aee_siginfo ioctl tid invalid\n"", __func__);"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1807,<file-scope>,user_copy,"ret = copy_from_user((void *)(oops->userthread_stack.Userthread_Stack),"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1837,<file-scope>,user_copy,"ret = copy_from_user((void *)(oops->userthread_stack.Userthread_Stack),"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1865,<file-scope>,user_copy,"ret = copy_from_user((void *)(oops->userthread_stack.Userthread_Stack),"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1889,<file-scope>,secure_world,"rtc_time_to_tm(tv.tv_sec - sys_tz.tz_minuteswest * 60, &tm);"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,1976,<file-scope>,secure_world,"rtc_time_to_tm(tv.tv_sec - sys_tz.tz_minuteswest * 60, &tm);"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,2072,<file-scope>,proc_sysfs_debugfs_registration,"aed_proc_dir = proc_mkdir(""aed"", NULL);"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,2121,<file-scope>,ioctl_entry,".unlocked_ioctl = aed_ioctl,"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,2123,<file-scope>,ioctl_entry,".compat_ioctl = aed_ioctl,"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,2134,<file-scope>,ioctl_entry,".unlocked_ioctl = aed_ioctl,"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,2136,<file-scope>,ioctl_entry,".compat_ioctl = aed_ioctl,"
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,2182,<file-scope>,device_registration,err = misc_register(&aed_ee_dev);
drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,2188,<file-scope>,device_registration,err = misc_register(&aed_ke_dev);
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,163,<file-scope>,ioctl_entry,"#define AEEIOCTL_DAL_SHOW _IOW('p', 0x01, struct aee_dal_show) /* Show string on DAL layer */"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,164,<file-scope>,ioctl_entry,"#define AEEIOCTL_DAL_CLEAN _IO('p', 0x02) /* Clear DAL layer */"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,165,<file-scope>,ioctl_entry,"#define AEEIOCTL_SETCOLOR _IOW('p', 0x03, struct aee_dal_setcolor) /* RGB color 0x00RRGGBB */"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,166,<file-scope>,ioctl_entry,"/*#define AEEIOCTL_GET_PROCESS_BT _IOW('p', 0x04, struct aee_process_bt) *//*change new ID for KK */"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,167,<file-scope>,ioctl_entry,"#define AEEIOCTL_GET_PROCESS_BT _IOW('p', 0x04, struct aee_ioctl)"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,168,<file-scope>,ioctl_entry,"#define AEEIOCTL_GET_SMP_INFO _IOR('p', 0x05, int)"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,169,<file-scope>,ioctl_entry,"#define AEEIOCTL_SET_AEE_MODE _IOR('p', 0x06, int)"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,170,<file-scope>,ioctl_entry,"#define AEEIOCTL_GET_THREAD_REG _IOW('p', 0x07, struct aee_thread_reg)"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,171,<file-scope>,ioctl_entry,"#define AEEIOCTL_CHECK_SUID_DUMPABLE _IOR('p', 0x08, int)"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,173,<file-scope>,ioctl_entry,"#define AEEIOCTL_WDT_KICK_POWERKEY _IOR('p', 0x09, int)"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,175,<file-scope>,ioctl_entry,"#define AEEIOCTL_RT_MON_Kick _IOR('p', 0x0A, int)"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,176,<file-scope>,ioctl_entry,"#define AEEIOCTL_SET_FORECE_RED_SCREEN _IOR('p', 0x0B, int)"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,177,<file-scope>,ioctl_entry,"#define AEEIOCTL_SET_SF_STATE _IOR('p', 0x0C, long long)"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,178,<file-scope>,ioctl_entry,"#define AEEIOCTL_GET_SF_STATE _IOW('p', 0x0D, long long)"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,179,<file-scope>,ioctl_entry,"#define AEEIOCTL_USER_IOCTL_TO_KERNEL_WANING _IOR('p', 0x0E, int)"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,180,<file-scope>,ioctl_entry,"#define AEEIOCTL_SET_AEE_FORCE_EXP _IOR('p', 0x0F, int)"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,181,<file-scope>,ioctl_entry,"#define AEEIOCTL_GET_AEE_SIGINFO _IOW('p', 0x10, struct aee_siginfo)"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,182,<file-scope>,ioctl_entry,"#define AEEIOCTL_SET_HANG_FLAG _IOW('p', 0x11, int)"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,183,<file-scope>,ioctl_entry,"#define AEEIOCTL_SET_HANG_REBOOT _IO('p', 0x12)"
drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,197,<file-scope>,proc_sysfs_debugfs_registration,"({if (!proc_create(#name, S_IFREG | mode, aed_proc_dir, &proc_##entry##_fops)) \"
drivers/misc/mediatek/aee/aed/monitor_hang.c,a60c77e77819c5e5cca411560c30404f0c269abbdb64767e6aad0836ea01dc5b,145,<file-scope>,user_copy,"if (copy_from_user(&buf, ubuf, cnt))"
drivers/misc/mediatek/aee/aed/monitor_hang.c,a60c77e77819c5e5cca411560c30404f0c269abbdb64767e6aad0836ea01dc5b,249,<file-scope>,ioctl_entry,"aee_kernel_wdt_kick_Powkey_api(""Powerkey ioctl"", (int)arg);"
drivers/misc/mediatek/aee/aed/monitor_hang.c,a60c77e77819c5e5cca411560c30404f0c269abbdb64767e6aad0836ea01dc5b,264,<file-scope>,user_copy,"if (copy_from_user(&monitor_status, (void __user *)arg, sizeof(long long)))"
drivers/misc/mediatek/aee/aed/monitor_hang.c,a60c77e77819c5e5cca411560c30404f0c269abbdb64767e6aad0836ea01dc5b,268,<file-scope>,user_copy,"if (copy_to_user((void __user *)arg, &monitor_status, sizeof(long long)))"
drivers/misc/mediatek/aee/aed/monitor_hang.c,a60c77e77819c5e5cca411560c30404f0c269abbdb64767e6aad0836ea01dc5b,277,<file-scope>,local_gate,"if (!uid_eq(cred->euid, GLOBAL_ROOT_UID))"
drivers/misc/mediatek/aee/aed/monitor_hang.c,a60c77e77819c5e5cca411560c30404f0c269abbdb64767e6aad0836ea01dc5b,314,<file-scope>,ioctl_entry,".unlocked_ioctl = monitor_hang_ioctl,"
drivers/misc/mediatek/aee/aed/monitor_hang.c,a60c77e77819c5e5cca411560c30404f0c269abbdb64767e6aad0836ea01dc5b,316,<file-scope>,ioctl_entry,".compat_ioctl = monitor_hang_ioctl,"
drivers/misc/mediatek/aee/aed/monitor_hang.c,a60c77e77819c5e5cca411560c30404f0c269abbdb64767e6aad0836ea01dc5b,344,<file-scope>,device_registration,err = misc_register(&aed_wdt_RT_Monitor_dev);
drivers/misc/mediatek/aee/aed/monitor_hang.c,a60c77e77819c5e5cca411560c30404f0c269abbdb64767e6aad0836ea01dc5b,353,<file-scope>,proc_sysfs_debugfs_registration,"pe = proc_create(""monitor_hang"", 0664, NULL, &monitor_hang_fops);"
drivers/misc/mediatek/aee/aed/monitor_hang.c,a60c77e77819c5e5cca411560c30404f0c269abbdb64767e6aad0836ea01dc5b,1724,<file-scope>,ioctl_entry,"* Others ioctl, will change hd_detect_enabled & hang_detect_counter"
drivers/misc/mediatek/aee/common/reboot-reason.c,7058f98f09aa5a077351b78f5f84a72dc48e6dd5235d111bed0e7cdf8a906635,16,<file-scope>,property_or_boot_state,#include <linux/sysfs.h>
drivers/misc/mediatek/aee/common/reboot-reason.c,7058f98f09aa5a077351b78f5f84a72dc48e6dd5235d111bed0e7cdf8a906635,87,<file-scope>,proc_sysfs_debugfs_registration,"aee_rr_file = proc_create(RR_PROC_NAME,"
drivers/misc/mediatek/aee/common/reboot-reason.c,7058f98f09aa5a077351b78f5f84a72dc48e6dd5235d111bed0e7cdf8a906635,108,<file-scope>,property_or_boot_state,"br_ptr = strstr(saved_command_line, ""androidboot.bootreason="");"
drivers/misc/mediatek/aee/common/reboot-reason.c,7058f98f09aa5a077351b78f5f84a72dc48e6dd5235d111bed0e7cdf8a906635,155,<file-scope>,proc_sysfs_debugfs_registration,"error = sysfs_create_group(bootinfo_kobj, &bootinfo_attr_group);"
drivers/misc/mediatek/aee/common/reboot-reason.c,7058f98f09aa5a077351b78f5f84a72dc48e6dd5235d111bed0e7cdf8a906635,167,<file-scope>,property_or_boot_state,/* end sysfs bootinfo */
drivers/misc/mediatek/aee/common/wdt-atf.c,1484dd882cab0110777975c66b355739cd48279d2812dd73840e1dbcbd951b11,696,<file-scope>,secure_world,* Notes: return phys_addr of mt_secure_call() from atf will always < 4G
drivers/misc/mediatek/aee/common/wdt-atf.c,1484dd882cab0110777975c66b355739cd48279d2812dd73840e1dbcbd951b11,700,<file-scope>,secure_world,"mt_secure_call(MTK_SIP_KERNEL_WDT,"
drivers/misc/mediatek/aee/common/wdt-atf.c,1484dd882cab0110777975c66b355739cd48279d2812dd73840e1dbcbd951b11,704,<file-scope>,secure_world,"mt_secure_call(MTK_SIP_KERNEL_WDT,"
drivers/misc/mediatek/aee/mrdump/mrdump_full.c,7f84d4452b80f776e66e7e4ddc0b1c2e18df817201f37fc0d1957ff9ef2a606e,393,<file-scope>,proc_sysfs_debugfs_registration,"if (sysfs_create_group(kobj, &attr_group)) {"
drivers/misc/mediatek/aee/mrdump/mrdump_full.c,7f84d4452b80f776e66e7e4ddc0b1c2e18df817201f37fc0d1957ff9ef2a606e,394,<file-scope>,property_or_boot_state,"pr_err(""MT-RAMDUMP: sysfs create sysfs failed\n"");"
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,21,<file-scope>,user_copy,#include <linux/uaccess.h> /* copy_to_user() */
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,177,<file-scope>,user_copy,"ret = copy_from_user(kernel_buf, buf, 8);"
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,181,<file-scope>,secure_world,"mt_secure_call(MTK_SIP_KERNEL_GIC_DUMP, 0, 0, GENERATE_ATF_CRASH_REPORT);"
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,211,<file-scope>,user_copy,"if (copy_to_user(buf, atf_log_vir_addr + local_read_index, count))"
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,221,<file-scope>,user_copy,"if (copy_to_user(buf, atf_log_vir_addr + local_read_index, right))"
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,223,<file-scope>,user_copy,"if (copy_to_user((buf + right), atf_log_vir_addr, count - right))"
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,227,<file-scope>,user_copy,"if (copy_to_user(buf, atf_log_vir_addr + local_read_index, count))"
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,330,<file-scope>,ioctl_entry,".unlocked_ioctl = atf_log_ioctl,"
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,331,<file-scope>,ioctl_entry,".compat_ioctl = atf_log_ioctl,"
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,489,<file-scope>,secure_world,"mt_secure_call(MTK_SIP_KERNEL_TIME_SYNC, time_to_sync, 0, 0);"
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,491,<file-scope>,secure_world,"mt_secure_call(MTK_SIP_KERNEL_TIME_SYNC, (u32)time_to_sync, (u32)(time_to_sync >> 32), 0);"
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,510,<file-scope>,device_registration,err = misc_register(&atf_log_dev);
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,560,<file-scope>,proc_sysfs_debugfs_registration,"atf_log_proc_dir = proc_mkdir(""atf_log"", NULL);"
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,567,<file-scope>,proc_sysfs_debugfs_registration,"atf_log_proc_file = proc_create(""atf_log"", 0444, atf_log_proc_dir, &atf_log_fops);"
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,578,<file-scope>,secure_world,"mt_secure_call(MTK_SIP_KERNEL_TIME_SYNC, time_to_sync, 0, 0);"
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,580,<file-scope>,secure_world,"mt_secure_call(MTK_SIP_KERNEL_TIME_SYNC, (u32)time_to_sync, (u32)(time_to_sync >> 32), 0);"
drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,618,<file-scope>,device_registration,ret = platform_driver_register(&atf_logger_driver_probe);
drivers/misc/mediatek/atf_log/mt_secure_call.c,a673b6f19bf1fa7e3416d87be3ab0834f0f15f4fba08486584ddad1ba1f690ef,37,<file-scope>,secure_world,"size_t mt_secure_call(size_t function_id,"
drivers/misc/mediatek/atf_log/mt_secure_call.c,a673b6f19bf1fa7e3416d87be3ab0834f0f15f4fba08486584ddad1ba1f690ef,59,<file-scope>,secure_world,"size_t mt_secure_call_all(size_t function_id,"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,147,<file-scope>,ioctl_entry,"#define TEST_ADC_CALI_PRINT _IO('k', 0)"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,148,<file-scope>,ioctl_entry,"#define SET_ADC_CALI_Slop _IOW('k', 1, int)"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,149,<file-scope>,ioctl_entry,"#define SET_ADC_CALI_Offset _IOW('k', 2, int)"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,150,<file-scope>,ioctl_entry,"#define SET_ADC_CALI_Cal _IOW('k', 3, int)"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,151,<file-scope>,ioctl_entry,"#define ADC_CHANNEL_READ _IOW('k', 4, int)"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,568,<file-scope>,user_copy,"ret = copy_from_user(auxadc_cali_slop, nvram_data_addr, 36);"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,578,<file-scope>,ioctl_entry,"pr_debug(""**** MT auxadc_cali ioctl : SET_ADC_CALI_Slop Done!\n"");"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,583,<file-scope>,user_copy,"ret = copy_from_user(auxadc_cali_offset, nvram_data_addr, 36);"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,588,<file-scope>,ioctl_entry,"pr_debug(""**** MT auxadc_cali ioctl : SET_ADC_CALI_Offset Done!\n"");"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,593,<file-scope>,user_copy,"ret = copy_from_user(auxadc_cali_cal, nvram_data_addr, 4);"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,603,<file-scope>,ioctl_entry,"pr_debug(""**** MT auxadc_cali ioctl : SET_ADC_CALI_Cal Done!\n"");"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,609,<file-scope>,user_copy,"ret = copy_from_user(auxadc_in_data, user_data_addr, 8); /* 2*int = 2*4 */"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,612,<file-scope>,user_copy,"ret = copy_to_user(user_data_addr, auxadc_out_data, 8);"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,613,<file-scope>,ioctl_entry,"pr_debug(""**** ioctl : AUXADC Channel %d * %d times = %d\n"", auxadc_in_data[0],"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,631,<file-scope>,ioctl_entry,if (!filp->f_op || !filp->f_op->unlocked_ioctl) {
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,632,<file-scope>,ioctl_entry,"pr_err(""compat_ion_ioctl file has no f_op or no f_op->unlocked_ioctl.\n"");"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,642,<file-scope>,ioctl_entry,"return filp->f_op->unlocked_ioctl(filp, cmd,"
drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,663,<file-scope>,ioctl_entry,".unlocked_ioctl = auxadc_cali_unlocked_ioctl,"
