source,source_sha256,line,class,method,package,target,kind,scope,scope_observation,nearby_literals,permission_markers,identity_markers,user_scope_markers,callsite,direct_fire_literal,direct_home_literal,device_mutation
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/boot-framework-dis/disassembly.log,5ef6a8c6edea903e3bf7e5298be02041dc46be06881438457e79cbf8501b76df,2261029,com.android.internal.telephony.CarrierAppUtils,disableCarrierAppsUntilPrivileged (Ljava/lang/String;Landroid/content/pm/IPackageManager;Landroid/telephony/TelephonyManager;Landroid/content/ContentResolver;ILandroid/util/ArraySet;Landroid/util/ArrayMap;)V,com.android.internal.telephony,setApplicationEnabledSetting,direct_callsite,other,non-Amazon bounded corpus,,,,,"e708d8: 7806 ed00 0100 |009f: invoke-interface/range {v1, v2, v3, v4, v5, v6}, Landroid/content/pm/IPackageManager;.setApplicationEnabledSetting:(Ljava/lang/String;IIILjava/lang/String;)V // method@00ed",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/boot-framework-dis/disassembly.log,5ef6a8c6edea903e3bf7e5298be02041dc46be06881438457e79cbf8501b76df,2261084,com.android.internal.telephony.CarrierAppUtils,disableCarrierAppsUntilPrivileged (Ljava/lang/String;Landroid/content/pm/IPackageManager;Landroid/telephony/TelephonyManager;Landroid/content/ContentResolver;ILandroid/util/ArraySet;Landroid/util/ArrayMap;)V,com.android.internal.telephony,setApplicationEnabledSetting,direct_callsite,other,non-Amazon bounded corpus,,,,,"e709ac: 7806 ed00 0100 |0109: invoke-interface/range {v1, v2, v3, v4, v5, v6}, Landroid/content/pm/IPackageManager;.setApplicationEnabledSetting:(Ljava/lang/String;IIILjava/lang/String;)V // method@00ed",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/boot-framework-dis/disassembly.log,5ef6a8c6edea903e3bf7e5298be02041dc46be06881438457e79cbf8501b76df,2261123,com.android.internal.telephony.CarrierAppUtils,<unknown>,com.android.internal.telephony,setApplicationEnabledSetting,direct_callsite,other,non-Amazon bounded corpus,,,,,"e70a42: 7806 ed00 0100 |0154: invoke-interface/range {v1, v2, v3, v4, v5, v6}, Landroid/content/pm/IPackageManager;.setApplicationEnabledSetting:(Ljava/lang/String;IIILjava/lang/String;)V // method@00ed",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/boot-framework-dis/disassembly.log,5ef6a8c6edea903e3bf7e5298be02041dc46be06881438457e79cbf8501b76df,2261166,com.android.internal.telephony.CarrierAppUtils,<unknown>,com.android.internal.telephony,setApplicationEnabledSetting,direct_callsite,other,non-Amazon bounded corpus,,,,,"e70af0: 7806 ed00 0100 |01ab: invoke-interface/range {v1, v2, v3, v4, v5, v6}, Landroid/content/pm/IPackageManager;.setApplicationEnabledSetting:(Ljava/lang/String;IIILjava/lang/String;)V // method@00ed",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/boot-framework-dis/disassembly.log,5ef6a8c6edea903e3bf7e5298be02041dc46be06881438457e79cbf8501b76df,2264600,com.android.internal.telephony.SmsApplication,configurePreferredActivity (Landroid/content/pm/PackageManager;Landroid/content/ComponentName;I)V,com.android.internal.telephony,replacePreferredActivity,direct_callsite,other,non-Amazon bounded corpus,,,,,"eaa12e: 7140 fc0d 2103 |0002: invoke-static {v1, v2, v3, v0}, Lcom/android/internal/telephony/SmsApplication;.replacePreferredActivity:(Landroid/content/pm/PackageManager;Landroid/content/ComponentName;ILjava/lang/String;)V // method@0dfc",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/boot-framework-dis/disassembly.log,5ef6a8c6edea903e3bf7e5298be02041dc46be06881438457e79cbf8501b76df,2264602,com.android.internal.telephony.SmsApplication,configurePreferredActivity (Landroid/content/pm/PackageManager;Landroid/content/ComponentName;I)V,com.android.internal.telephony,replacePreferredActivity,direct_callsite,other,non-Amazon bounded corpus,,,,,"eaa138: 7140 fc0d 2103 |0007: invoke-static {v1, v2, v3, v0}, Lcom/android/internal/telephony/SmsApplication;.replacePreferredActivity:(Landroid/content/pm/PackageManager;Landroid/content/ComponentName;ILjava/lang/String;)V // method@0dfc",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/boot-framework-dis/disassembly.log,5ef6a8c6edea903e3bf7e5298be02041dc46be06881438457e79cbf8501b76df,2264604,com.android.internal.telephony.SmsApplication,configurePreferredActivity (Landroid/content/pm/PackageManager;Landroid/content/ComponentName;I)V,com.android.internal.telephony,replacePreferredActivity,direct_callsite,other,non-Amazon bounded corpus,,,,,"eaa142: 7140 fc0d 2103 |000c: invoke-static {v1, v2, v3, v0}, Lcom/android/internal/telephony/SmsApplication;.replacePreferredActivity:(Landroid/content/pm/PackageManager;Landroid/content/ComponentName;ILjava/lang/String;)V // method@0dfc",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/boot-framework-dis/disassembly.log,5ef6a8c6edea903e3bf7e5298be02041dc46be06881438457e79cbf8501b76df,2264606,com.android.internal.telephony.SmsApplication,configurePreferredActivity (Landroid/content/pm/PackageManager;Landroid/content/ComponentName;I)V,com.android.internal.telephony,replacePreferredActivity,direct_callsite,other,non-Amazon bounded corpus,,,,,"eaa14c: 7140 fc0d 2103 |0011: invoke-static {v1, v2, v3, v0}, Lcom/android/internal/telephony/SmsApplication;.replacePreferredActivity:(Landroid/content/pm/PackageManager;Landroid/content/ComponentName;ILjava/lang/String;)V // method@0dfc",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c,26056,com.amazon.android.internal.server.input.keymapping.appadapter.AppAdapterHandler,goToRegistration ()V,com.amazon.android.internal.server.input.keymapping.appadapter,setComponentEnabledSetting,direct_callsite,amazon_or_oem,Amazon/OEM application or framework namespace,Home,,,,"02ab0c: 6e40 d702 0122 |0009: invoke-virtual {v1, v0, v2, v2}, Landroid/content/pm/PackageManager;.setComponentEnabledSetting:(Landroid/content/ComponentName;II)V // method@02d7",false,true,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c,30354,com.amazon.android.modeswitch.service.GeminiHandler,disableGeminiIfRequired ()V,com.amazon.android.modeswitch.service,setApplicationEnabledSetting,direct_callsite,amazon_or_oem,Amazon/OEM application or framework namespace,,,,,"02e92e: 6e40 d602 2043 |0037: invoke-virtual {v0, v2, v3, v4}, Landroid/content/pm/PackageManager;.setApplicationEnabledSetting:(Ljava/lang/String;II)V // method@02d6",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c,54310,com.amazon.android.server.pm.AmazonUserManagerService$BinderService,enableKftLauncherComponent (Landroid/content/pm/UserInfo;)V,com.amazon.android.server.pm,setComponentEnabledSetting,direct_callsite,amazon_or_oem,Amazon/OEM application or framework namespace,com.amazon.tahoe,,,,"04320a: 6e52 3b00 1033 |0012: invoke-virtual {v0, v1, v3, v3, v2}, Lamazon/content/pm/AmazonPackageManager;.setComponentEnabledSetting:(Landroid/content/ComponentName;III)V // method@003b",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c,54318,com.amazon.android.server.pm.AmazonUserManagerService$BinderService,enableKftLauncherComponent (Landroid/content/pm/UserInfo;)V,com.amazon.android.server.pm,setApplicationEnabledSetting,direct_callsite,amazon_or_oem,Amazon/OEM application or framework namespace,com.amazon.tahoe; com.amazon.firelauncher,,,,"043228: 6e52 3a00 1034 |0021: invoke-virtual {v0, v1, v4, v3, v2}, Lamazon/content/pm/AmazonPackageManager;.setApplicationEnabledSetting:(Ljava/lang/String;III)V // method@003a",true,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c,54324,com.amazon.android.server.pm.AmazonUserManagerService$BinderService,enableKftLauncherComponent (Landroid/content/pm/UserInfo;)V,com.amazon.android.server.pm,setApplicationEnabledSetting,direct_callsite,amazon_or_oem,Amazon/OEM application or framework namespace,com.amazon.tahoe; com.amazon.firelauncher; com.android.launcher3,,,,"043242: 6e52 3a00 1034 |002e: invoke-virtual {v0, v1, v4, v3, v2}, Lamazon/content/pm/AmazonPackageManager;.setApplicationEnabledSetting:(Ljava/lang/String;III)V // method@003a",true,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c,191881,com.android.server.job.EspressoShotCallback,disableBootCompleteReceivers (Landroid/content/pm/PackageManager;Landroid/content/ComponentName;)V,com.android.server.job,setComponentEnabledSetting,direct_callsite,amazon_or_oem,Amazon/OEM application or framework namespace,,,,,"0cf22a: 6e40 d702 5410 |0002: invoke-virtual {v4, v5, v0, v1}, Landroid/content/pm/PackageManager;.setComponentEnabledSetting:(Landroid/content/ComponentName;II)V // method@02d7",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c,192065,com.android.server.job.EspressoShotCallback,reEnableBootCompleteReceivers (Landroid/content/pm/PackageManager;Landroid/content/ComponentName;)V,com.android.server.job,setComponentEnabledSetting,direct_callsite,amazon_or_oem,Amazon/OEM application or framework namespace,,,,,"0cf314: 6e40 d702 5410 |0002: invoke-virtual {v4, v5, v0, v1}, Landroid/content/pm/PackageManager;.setComponentEnabledSetting:(Landroid/content/ComponentName;II)V // method@02d7",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c,293712,com.amazon.android.service.action.EnableDisableComponentAction,enableDisableComponent (Ljava/lang/String;IZ)V,com.amazon.android.service.action,setComponentEnabledSetting,direct_callsite,amazon_or_oem,Amazon/OEM application or framework namespace,,,,,"052688: 6e57 3b00 0211 |0021: invoke-virtual {v2, v0, v1, v1, v7}, Lamazon/content/pm/AmazonPackageManager;.setComponentEnabledSetting:(Landroid/content/ComponentName;III)V // method@003b",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c,293717,com.amazon.android.service.action.EnableDisableComponentAction,enableDisableComponent (Ljava/lang/String;IZ)V,com.amazon.android.service.action,setApplicationEnabledSetting,direct_callsite,amazon_or_oem,Amazon/OEM application or framework namespace,,,,,"052698: 6e57 3a00 6211 |0029: invoke-virtual {v2, v6, v1, v1, v7}, Lamazon/content/pm/AmazonPackageManager;.setApplicationEnabledSetting:(Ljava/lang/String;III)V // method@003a",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c,293735,com.amazon.android.service.action.EnableDisableComponentAction,enableDisableComponent (Ljava/lang/String;IZ)V,com.amazon.android.service.action,setComponentEnabledSetting,direct_callsite,amazon_or_oem,Amazon/OEM application or framework namespace,,,,,"0526e8: 6e57 3b00 0312 |0051: invoke-virtual {v3, v0, v2, v1, v7}, Lamazon/content/pm/AmazonPackageManager;.setComponentEnabledSetting:(Landroid/content/ComponentName;III)V // method@003b",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c,293738,com.amazon.android.service.action.EnableDisableComponentAction,enableDisableComponent (Ljava/lang/String;IZ)V,com.amazon.android.service.action,setApplicationEnabledSetting,direct_callsite,amazon_or_oem,Amazon/OEM application or framework namespace,,,,,"0526f4: 6e57 3a00 6312 |0057: invoke-virtual {v3, v6, v2, v1, v7}, Lamazon/content/pm/AmazonPackageManager;.setApplicationEnabledSetting:(Ljava/lang/String;III)V // method@003a",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,56994,<unknown>,updateOppLauncherComponentState (IZ)V,<unknown>,setComponentEnabledSetting,direct_callsite,other,non-Amazon bounded corpus,,,,,"05da2c: 7255 c107 0231 |0013: invoke-interface {v2, v0, v1, v3, v5}, Landroid/content/pm/IPackageManager;.setComponentEnabledSetting:(Landroid/content/ComponentName;III)V // method@07c1",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,85596,<unknown>,updateInputMethodsFromSettingsLocked (Z)V,<unknown>,setApplicationEnabledSetting,direct_callsite,other,non-Amazon bounded corpus,,,,CurrentUser,"07cc08: 7806 be07 0600 |0048: invoke-interface/range {v6, v7, v8, v9, v10, v11}, Landroid/content/pm/IPackageManager;.setApplicationEnabledSetting:(Ljava/lang/String;IIILjava/lang/String;)V // method@07be",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,158798,com.android.server.am.ActivityManagerService$DevelopmentSettingsObserver,onChange ()V,com.android.server.am,setComponentEnabledSetting,direct_callsite,aosp_framework,AOSP/system_server or framework namespace,,,,,"0d7ba8: 6e40 5608 4321 |0025: invoke-virtual {v3, v4, v1, v2}, Landroid/content/pm/PackageManager;.setComponentEnabledSetting:(Landroid/content/ComponentName;II)V // method@0856",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,179266,<unknown>,<unknown>,<unknown>,clearPackagePreferredActivities,direct_callsite,other,non-Amazon bounded corpus,Home,,,,"12e81a: 7220 7b07 8000 |0205: invoke-interface {v0, v8}, Landroid/content/pm/IPackageManager;.clearPackagePreferredActivities:(Ljava/lang/String;)V // method@077b",false,true,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,500744,<unknown>,runSetEnabledSetting (I)I,<unknown>,setApplicationEnabledSetting,direct_callsite,other,non-Amazon bounded corpus,,,myUid,,"2dbb62: 7806 be07 0200 |004b: invoke-interface/range {v2, v3, v4, v5, v6, v7}, Landroid/content/pm/IPackageManager;.setApplicationEnabledSetting:(Ljava/lang/String;IIILjava/lang/String;)V // method@07be",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,500765,<unknown>,runSetEnabledSetting (I)I,<unknown>,setComponentEnabledSetting,direct_callsite,other,non-Amazon bounded corpus,,,,,"2dbbc2: 7250 c107 92ac |007b: invoke-interface {v2, v9, v12, v10, v0}, Landroid/content/pm/IPackageManager;.setComponentEnabledSetting:(Landroid/content/ComponentName;III)V // method@07c1",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,500854,<unknown>,runSetHiddenSetting (Z)I,<unknown>,setApplicationHiddenSettingAsUser,direct_callsite,other,non-Amazon bounded corpus,,,,UserHandle; AsUser,"2dbd14: 7240 bf07 2307 |002a: invoke-interface {v3, v2, v7, v0}, Landroid/content/pm/IPackageManager;.setApplicationHiddenSettingAsUser:(Ljava/lang/String;ZI)Z // method@07bf",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,500924,<unknown>,runSetHomeActivity ()I,<unknown>,setHomeActivity,direct_callsite,other,non-Amazon bounded corpus,Home,,,UserHandle,"2dbe1e: 7230 c307 6702 |0058: invoke-interface {v7, v6, v2}, Landroid/content/pm/IPackageManager;.setHomeActivity:(Landroid/content/ComponentName;I)V // method@07c3",false,true,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,501371,<unknown>,runSuspend (Z)I,<unknown>,setPackagesSuspendedAsUser,direct_callsite,other,non-Amazon bounded corpus,,,getCallingUid,AsUser,"2dc57c: 7808 c707 0400 |010e: invoke-interface/range {v4, v5, v6, v7, v8, v9, v10, v11}, Landroid/content/pm/IPackageManager;.setPackagesSuspendedAsUser:([Ljava/lang/String;ZLandroid/os/PersistableBundle;Landroid/os/PersistableBundle;Ljava/lang/String;Ljava/lang/String;I)[Ljava/lang/String; // method@07c7",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,778680,<unknown>,reportAssistContextExtras (Landroid/os/IBinder;Landroid/os/Bundle;Landroid/app/assist/AssistStructure;Landroid/app/assist/AssistContent;Landroid/net/Uri;)V,<unknown>,setHomeActivity,direct_callsite,other,non-Amazon bounded corpus,Home,,,,"1037f2: 6e20 2c04 1c00 |0017: invoke-virtual {v12, v1}, Landroid/app/assist/AssistStructure;.setHomeActivity:(Z)V // method@042c",false,true,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,785598,<unknown>,<unknown>,<unknown>,setComponentEnabledSetting,direct_callsite,other,non-Amazon bounded corpus,Home,,,,"108d22: 7250 c107 120d |01f8: invoke-interface {v2, v1, v13, v0, v0}, Landroid/content/pm/IPackageManager;.setComponentEnabledSetting:(Landroid/content/ComponentName;III)V // method@07c1",false,true,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,832035,<unknown>,enableIfNecessary (Ljava/lang/String;I)V,<unknown>,setApplicationEnabledSetting,direct_callsite,other,non-Amazon bounded corpus,,,,,"1de190: 7806 be07 0300 |0016: invoke-interface/range {v3, v4, v5, v6, v7, v8}, Landroid/content/pm/IPackageManager;.setApplicationEnabledSetting:(Ljava/lang/String;IIILjava/lang/String;)V // method@07be",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,839077,<unknown>,addPersistentPreferredActivity (Landroid/content/ComponentName;Landroid/content/IntentFilter;Landroid/content/ComponentName;)V,<unknown>,addPersistentPreferredActivity,direct_callsite,other,non-Amazon bounded corpus,,,,UserHandle; CallingUserId,"1dd2ec: 7240 7107 8409 |001a: invoke-interface {v4, v8, v9, v0}, Landroid/content/pm/IPackageManager;.addPersistentPreferredActivity:(Landroid/content/IntentFilter;Landroid/content/ComponentName;I)V // method@0771",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,840319,<unknown>,enableSystemApp (Landroid/content/ComponentName;Ljava/lang/String;Ljava/lang/String;)V,<unknown>,setApplicationEnabledSetting,direct_callsite,other,non-Amazon bounded corpus,,,,AsUser,"1de234: 7806 be07 0300 |0043: invoke-interface/range {v3, v4, v5, v6, v7, v8}, Landroid/content/pm/IPackageManager;.setApplicationEnabledSetting:(Ljava/lang/String;IIILjava/lang/String;)V // method@07be",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,847273,<unknown>,setApplicationHidden (Landroid/content/ComponentName;Ljava/lang/String;Ljava/lang/String;Z)Z,<unknown>,setApplicationHiddenSettingAsUser,direct_callsite,other,non-Amazon bounded corpus,,,,UserHandle; CallingUserId; AsUser,"1d8046: 7240 bf07 a40b |0017: invoke-interface {v4, v10, v11, v0}, Landroid/content/pm/IPackageManager;.setApplicationHiddenSettingAsUser:(Ljava/lang/String;ZI)Z // method@07bf",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,848935,<unknown>,setPackagesSuspended (Landroid/content/ComponentName;Ljava/lang/String;[Ljava/lang/String;Z)[Ljava/lang/String;,<unknown>,setPackagesSuspendedAsUser,direct_callsite,other,non-Amazon bounded corpus,,,,UserHandle; CallingUserId; AsUser,"1db876: 7808 c707 0200 |0028: invoke-interface/range {v2, v3, v4, v5, v6, v7, v8, v9}, Landroid/content/pm/IPackageManager;.setPackagesSuspendedAsUser:([Ljava/lang/String;ZLandroid/os/PersistableBundle;Landroid/os/PersistableBundle;Ljava/lang/String;Ljava/lang/String;I)[Ljava/lang/String; // method@07c7",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,931580,<unknown>,addPreferredActivityInternal (Landroid/content/IntentFilter;I[Landroid/content/ComponentName;Landroid/content/ComponentName;ZILjava/lang/String;)V,<unknown>,addPreferredActivity,definition_or_descriptor_reference,other,non-Amazon bounded corpus,,SET_PREFERRED_APPLICATIONS; checkCallingOrSelfPermission,,,"2c509a: 1a04 1c3b |003d: const-string v4, ""Ignoring addPreferredActivity() from uid "" // string@3b1c",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,954239,<unknown>,<unknown>,<unknown>,setComponentEnabledSetting,definition_or_descriptor_reference,other,non-Amazon bounded corpus,,,,,"2d4f32: 1a05 6c33 |0601: const-string v5, ""Failed setComponentEnabledSetting: component class "" // string@336c",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,956993,<unknown>,clearPackagePreferredActivities (Ljava/lang/String;)V,<unknown>,clearPackagePreferredActivities,definition_or_descriptor_reference,other,non-Amazon bounded corpus,,SET_PREFERRED_APPLICATIONS; checkCallingOrSelfPermission,,,"2c738a: 1a05 273b |0037: const-string v5, ""Ignoring clearPackagePreferredActivities() from uid "" // string@3b27",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,965876,<unknown>,replacePreferredActivity (Landroid/content/IntentFilter;I[Landroid/content/ComponentName;Landroid/content/ComponentName;I)V,<unknown>,replacePreferredActivity,definition_or_descriptor_reference,other,non-Amazon bounded corpus,,SET_PREFERRED_APPLICATIONS; checkCallingOrSelfPermission,getCallingUid,,"2d21f8: 1a02 483b |004e: const-string v2, ""Ignoring replacePreferredActivity() from uid "" // string@3b48",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,966955,<unknown>,setHomeActivity (Landroid/content/ComponentName;I)V,<unknown>,replacePreferredActivity,direct_callsite,other,non-Amazon bounded corpus,Home,,,,"2d540c: 7406 1da1 0300 |0048: invoke-virtual/range {v3, v4, v5, v6, v7, v8}, Lcom/android/server/pm/PackageManagerService;.replacePreferredActivity:(Landroid/content/IntentFilter;I[Landroid/content/ComponentName;Landroid/content/ComponentName;I)V // method@a11d",false,true,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/baksmali/vdexExtractor/services/disassembly.log,373a51150fcb079da026b20e71d44380bc3d86e52be88c63ebd39cfd58a6ba53,1021399,com.android.server.webkit.SystemImpl,enablePackageForUser (Ljava/lang/String;ZI)V,com.android.server.webkit,setApplicationEnabledSetting,direct_callsite,aosp_framework,AOSP/system_server or framework namespace,,,,ForUser,"388692: 7806 be07 0000 |000f: invoke-interface/range {v0, v1, v2, v3, v4, v5}, Landroid/content/pm/IPackageManager;.setApplicationEnabledSetting:(Ljava/lang/String;IIILjava/lang/String;)V // method@07be",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/jadx/amazon-settings/sources/com/amazon/settings/wifi/utils/PackageHelper.java,f0c65a52b53f20265c82f66985778555d13d428d7c467b8df005d0f18a401cc6,15,PackageHelper,disableComponent,com.amazon.settings.wifi.utils,setComponentEnabledSetting,direct_callsite,amazon_or_oem,Amazon/OEM application or framework namespace,,,,,"pm.setComponentEnabledSetting(name, 2, 1);",false,false,false
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/decompiled/jadx/amazon-settings/sources/com/amazon/settings/wifi/utils/PackageHelper.java,f0c65a52b53f20265c82f66985778555d13d428d7c467b8df005d0f18a401cc6,21,PackageHelper,enableComponent,com.amazon.settings.wifi.utils,setComponentEnabledSetting,direct_callsite,amazon_or_oem,Amazon/OEM application or framework namespace,,,,,"pm.setComponentEnabledSetting(name, 1, 1);",false,false,false
