root,path,line,pattern,class,excerpt
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,43,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -b -l
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,44,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -b -o
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,45,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -l
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,46,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -o
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,48,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -b -l -t 5000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,49,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -l -t 5000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,50,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -b -l -t 500000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,51,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -l -t 500000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,52,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -b -t 5000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,53,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -t 5000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,54,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -b -t 500000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,55,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -t 500000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,56,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -b -o -t 5000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,57,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -l -t 5000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,58,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -b -o -t 500000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,59,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -l -t 500000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,61,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -b -l -t 2000000000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,62,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -l -t 2000000000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,66,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi_mismatched_ops $COLOR
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/functional/run.sh,69,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi_signal_restart $COLOR
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/include/futextest.h,39,FUTEX_WAIT_REQUEUE_PI,selftest,#ifndef FUTEX_WAIT_REQUEUE_PI
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/include/futextest.h,40,FUTEX_WAIT_REQUEUE_PI,selftest,#define FUTEX_WAIT_REQUEUE_PI 11
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/include/futextest.h,42,FUTEX_CMP_REQUEUE_PI,selftest,#ifndef FUTEX_CMP_REQUEUE_PI
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/include/futextest.h,43,FUTEX_CMP_REQUEUE_PI,selftest,#define FUTEX_CMP_REQUEUE_PI 12
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/include/futextest.h,45,FUTEX_WAIT_REQUEUE_PI,selftest,#ifndef FUTEX_WAIT_REQUEUE_PI_PRIVATE
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/include/futextest.h,46,FUTEX_WAIT_REQUEUE_PI,selftest,#define FUTEX_WAIT_REQUEUE_PI_PRIVATE (FUTEX_WAIT_REQUEUE_PI | \
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/include/futextest.h,49,FUTEX_REQUEUE_PI,selftest,#ifndef FUTEX_REQUEUE_PI_PRIVATE
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/include/futextest.h,50,FUTEX_CMP_REQUEUE_PI,selftest,#define FUTEX_CMP_REQUEUE_PI_PRIVATE (FUTEX_CMP_REQUEUE_PI | \
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/include/futextest.h,181,FUTEX_WAIT_REQUEUE_PI,selftest,* futex_wait_requeue_pi() - block on uaddr and prepare to requeue to uaddr2
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/include/futextest.h,186,FUTEX_CMP_REQUEUE_PI,selftest,* paired with futex_cmp_requeue_pi().
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/include/futextest.h,189,FUTEX_WAIT_REQUEUE_PI,selftest,"futex_wait_requeue_pi(futex_t *uaddr, futex_t val, futex_t *uaddr2,"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/include/futextest.h,192,FUTEX_WAIT_REQUEUE_PI,selftest,"return futex(uaddr, FUTEX_WAIT_REQUEUE_PI, val, timeout, uaddr2, 0,"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/include/futextest.h,197,FUTEX_CMP_REQUEUE_PI,selftest,* futex_cmp_requeue_pi() - requeue tasks from uaddr to uaddr2 (PI aware)
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/include/futextest.h,204,FUTEX_CMP_REQUEUE_PI,selftest,"futex_cmp_requeue_pi(futex_t *uaddr, futex_t val, futex_t *uaddr2, int nr_wake,"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/mt8183/4.4_emc/tools/testing/selftests/futex/include/futextest.h,207,FUTEX_CMP_REQUEUE_PI,selftest,"return futex(uaddr, FUTEX_CMP_REQUEUE_PI, nr_wake, nr_requeue, uaddr2,"
