key,ps7330,ps7331,changed,focus
CONFIG_REED_SOLOMON,y,y,false,false
CONFIG_REED_SOLOMON_DEC8,y,y,false,false
CONFIG_REED_SOLOMON_ENC8,y,y,false,false
CONFIG_REGMAP,y,y,false,false
CONFIG_REGMAP_I2C,y,y,false,false
CONFIG_REGMAP_MMIO,y,y,false,false
CONFIG_REGMAP_SPI,y,y,false,false
CONFIG_REGULATOR,y,y,false,false
CONFIG_REGULATOR_ACT8865,not set,not set,false,false
CONFIG_REGULATOR_AD5398,not set,not set,false,false
CONFIG_REGULATOR_ANATOP,not set,not set,false,false
CONFIG_REGULATOR_DA9210,not set,not set,false,false
CONFIG_REGULATOR_DA9211,not set,not set,false,false
CONFIG_REGULATOR_DEBUG,not set,not set,false,false
CONFIG_REGULATOR_FAN53555,not set,not set,false,false
CONFIG_REGULATOR_FIXED_VOLTAGE,not set,not set,false,false
CONFIG_REGULATOR_GPIO,not set,not set,false,false
CONFIG_REGULATOR_ISL6271A,not set,not set,false,false
CONFIG_REGULATOR_ISL9305,not set,not set,false,false
CONFIG_REGULATOR_LP3971,not set,not set,false,false
CONFIG_REGULATOR_LP3972,not set,not set,false,false
CONFIG_REGULATOR_LP872X,not set,not set,false,false
CONFIG_REGULATOR_LP8755,not set,not set,false,false
CONFIG_REGULATOR_LTC3589,not set,not set,false,false
CONFIG_REGULATOR_MAX1586,not set,not set,false,false
CONFIG_REGULATOR_MAX8649,not set,not set,false,false
CONFIG_REGULATOR_MAX8660,not set,not set,false,false
CONFIG_REGULATOR_MAX8952,not set,not set,false,false
CONFIG_REGULATOR_MAX8973,not set,not set,false,false
CONFIG_REGULATOR_MT6311,not set,not set,false,false
CONFIG_REGULATOR_MTK,not set,not set,false,false
CONFIG_REGULATOR_PFUZE100,not set,not set,false,false
CONFIG_REGULATOR_TPS51632,not set,not set,false,false
CONFIG_REGULATOR_TPS62360,not set,not set,false,false
CONFIG_REGULATOR_TPS65023,not set,not set,false,false
CONFIG_REGULATOR_TPS6507X,not set,not set,false,false
CONFIG_REGULATOR_TPS6524X,not set,not set,false,false
CONFIG_REGULATOR_USERSPACE_CONSUMER,not set,not set,false,false
CONFIG_REGULATOR_VIRTUAL_CONSUMER,not set,not set,false,false
CONFIG_REG_MONITOR_DRIVER,not set,not set,false,false
CONFIG_REISERFS_FS,not set,not set,false,false
CONFIG_RELAY,not set,not set,false,false
CONFIG_RELOCATABLE,y,y,false,false
CONFIG_RESET_CONTROLLER,y,y,false,false
CONFIG_RFKILL,not set,not set,false,false
CONFIG_RFKILL_REGULATOR,not set,not set,false,false
CONFIG_RFS_ACCEL,y,y,false,false
CONFIG_RING_BUFFER,y,y,false,false
CONFIG_RING_BUFFER_BENCHMARK,not set,not set,false,false
CONFIG_RING_BUFFER_STARTUP_TEST,not set,not set,false,false
CONFIG_ROMFS_FS,not set,not set,false,false
CONFIG_RPMB,y,y,false,false
CONFIG_RPMB_INTF_DEV,not set,not set,false,false
CONFIG_RPMB_SIM,not set,not set,false,false
CONFIG_RPR0521,not set,not set,false,false
CONFIG_RPS,y,y,false,false
CONFIG_RTC_CLASS,y,y,false,false
CONFIG_RTC_DEBUG,not set,not set,false,false
CONFIG_RTC_DRV_ABB5ZES3,not set,not set,false,false
CONFIG_RTC_DRV_ABX80X,not set,not set,false,false
CONFIG_RTC_DRV_BQ32K,not set,not set,false,false
CONFIG_RTC_DRV_BQ4802,not set,not set,false,false
CONFIG_RTC_DRV_DS1286,not set,not set,false,false
CONFIG_RTC_DRV_DS1305,not set,not set,false,false
CONFIG_RTC_DRV_DS1307,not set,not set,false,false
CONFIG_RTC_DRV_DS1343,not set,not set,false,false
CONFIG_RTC_DRV_DS1347,not set,not set,false,false
CONFIG_RTC_DRV_DS1374,not set,not set,false,false
CONFIG_RTC_DRV_DS1390,not set,not set,false,false
CONFIG_RTC_DRV_DS1511,not set,not set,false,false
CONFIG_RTC_DRV_DS1553,not set,not set,false,false
CONFIG_RTC_DRV_DS1672,not set,not set,false,false
CONFIG_RTC_DRV_DS1685_FAMILY,not set,not set,false,false
CONFIG_RTC_DRV_DS1742,not set,not set,false,false
CONFIG_RTC_DRV_DS2404,not set,not set,false,false
CONFIG_RTC_DRV_DS3232,not set,not set,false,false
CONFIG_RTC_DRV_DS3234,not set,not set,false,false
CONFIG_RTC_DRV_EM3027,not set,not set,false,false
CONFIG_RTC_DRV_FM3130,not set,not set,false,false
CONFIG_RTC_DRV_HID_SENSOR_TIME,not set,not set,false,false
CONFIG_RTC_DRV_HYM8563,not set,not set,false,false
CONFIG_RTC_DRV_ISL12022,not set,not set,false,false
CONFIG_RTC_DRV_ISL12057,not set,not set,false,false
CONFIG_RTC_DRV_ISL1208,not set,not set,false,false
CONFIG_RTC_DRV_M41T80,not set,not set,false,false
CONFIG_RTC_DRV_M41T93,not set,not set,false,false
CONFIG_RTC_DRV_M41T94,not set,not set,false,false
CONFIG_RTC_DRV_M48T35,not set,not set,false,false
CONFIG_RTC_DRV_M48T59,not set,not set,false,false
CONFIG_RTC_DRV_M48T86,not set,not set,false,false
CONFIG_RTC_DRV_MAX6900,not set,not set,false,false
CONFIG_RTC_DRV_MAX6902,not set,not set,false,false
CONFIG_RTC_DRV_MCP795,not set,not set,false,false
CONFIG_RTC_DRV_MSM6242,not set,not set,false,false
CONFIG_RTC_DRV_PCF2123,not set,not set,false,false
CONFIG_RTC_DRV_PCF2127,not set,not set,false,false
CONFIG_RTC_DRV_PCF85063,not set,not set,false,false
CONFIG_RTC_DRV_PCF8523,not set,not set,false,false
CONFIG_RTC_DRV_PCF8563,not set,not set,false,false
CONFIG_RTC_DRV_PCF8583,not set,not set,false,false
CONFIG_RTC_DRV_PL030,not set,not set,false,false
CONFIG_RTC_DRV_PL031,not set,not set,false,false
CONFIG_RTC_DRV_R9701,not set,not set,false,false
CONFIG_RTC_DRV_RP5C01,not set,not set,false,false
CONFIG_RTC_DRV_RS5C348,not set,not set,false,false
CONFIG_RTC_DRV_RS5C372,not set,not set,false,false
CONFIG_RTC_DRV_RV3029C2,not set,not set,false,false
CONFIG_RTC_DRV_RV8803,not set,not set,false,false
CONFIG_RTC_DRV_RX4581,not set,not set,false,false
CONFIG_RTC_DRV_RX8025,not set,not set,false,false
CONFIG_RTC_DRV_RX8581,not set,not set,false,false
CONFIG_RTC_DRV_S35390A,not set,not set,false,false
CONFIG_RTC_DRV_SNVS,not set,not set,false,false
CONFIG_RTC_DRV_STK17TA8,not set,not set,false,false
CONFIG_RTC_DRV_TEST,not set,not set,false,false
CONFIG_RTC_DRV_V3020,not set,not set,false,false
CONFIG_RTC_DRV_X1205,not set,not set,false,false
CONFIG_RTC_DRV_ZYNQMP,not set,not set,false,false
CONFIG_RTC_HCTOSYS,y,y,false,false
CONFIG_RTC_HCTOSYS_DEVICE,"""rtc0""","""rtc0""",false,false
CONFIG_RTC_INTF_DEV,y,y,false,false
CONFIG_RTC_INTF_DEV_UIE_EMUL,not set,not set,false,false
CONFIG_RTC_INTF_PROC,y,y,false,false
CONFIG_RTC_INTF_SYSFS,y,y,false,false
CONFIG_RTC_LIB,y,y,false,false
CONFIG_RTC_SYSTOHC,not set,not set,false,false
CONFIG_RTLLIB,not set,not set,false,false
CONFIG_RT_FLASHLIGHT,not set,not set,false,false
CONFIG_RT_GROUP_SCHED,y,y,false,false
CONFIG_RT_MUTEXES,y,y,false,true
CONFIG_RT_REGMAP,y,y,false,false
CONFIG_RWSEM_SPIN_ON_OWNER,y,y,false,false
CONFIG_RWSEM_XCHGADD_ALGORITHM,y,y,false,false
CONFIG_SAMPLES,not set,not set,false,false
CONFIG_SCHEDSTATS,y,y,false,false
CONFIG_SCHED_AUTOGROUP,not set,not set,false,false
CONFIG_SCHED_DEBUG,y,y,false,false
CONFIG_SCHED_HMP,y,y,false,false
CONFIG_SCHED_HMP_PLUS,y,y,false,false
CONFIG_SCHED_HMP_PRIO_FILTER,y,y,false,false
CONFIG_SCHED_HMP_PRIO_FILTER_VAL,5,5,false,false
CONFIG_SCHED_HRTICK,y,y,false,false
CONFIG_SCHED_INFO,y,y,false,false
CONFIG_SCHED_MC,y,y,false,false
CONFIG_SCHED_SMT,not set,not set,false,false
CONFIG_SCHED_STACK_END_CHECK,not set,not set,false,false
CONFIG_SCHED_TRACER,not set,not set,false,false
CONFIG_SCHED_TUNE,y,y,false,false
CONFIG_SCHED_WALT,y,y,false,false
CONFIG_SCSI,y,y,false,false
CONFIG_SCSI_CONSTANTS,not set,not set,false,false
CONFIG_SCSI_DH,not set,not set,false,false
CONFIG_SCSI_DMA,y,y,false,false
CONFIG_SCSI_FC_ATTRS,not set,not set,false,false
CONFIG_SCSI_ISCSI_ATTRS,not set,not set,false,false
CONFIG_SCSI_LOGGING,not set,not set,false,false
CONFIG_SCSI_LOWLEVEL,not set,not set,false,false
CONFIG_SCSI_LOWLEVEL_PCMCIA,not set,not set,false,false
CONFIG_SCSI_MOD,y,y,false,false
CONFIG_SCSI_MQ_DEFAULT,not set,not set,false,false
CONFIG_SCSI_NETLINK,not set,not set,false,false
CONFIG_SCSI_OSD_INITIATOR,not set,not set,false,false
CONFIG_SCSI_PROC_FS,y,y,false,false
CONFIG_SCSI_SAS_ATTRS,not set,not set,false,false
CONFIG_SCSI_SAS_LIBSAS,not set,not set,false,false
CONFIG_SCSI_SCAN_ASYNC,y,y,false,false
CONFIG_SCSI_SPI_ATTRS,not set,not set,false,false
CONFIG_SCSI_SRP_ATTRS,not set,not set,false,false
CONFIG_SDCARD_FS,y,y,false,false
CONFIG_SDIO_UART,not set,not set,false,false
CONFIG_SECCOMP,y,y,false,true
CONFIG_SECCOMP_FILTER,y,y,false,false
CONFIG_SECTION_MISMATCH_WARN_ONLY,not set,not set,false,false
CONFIG_SECURITY,y,y,false,false
CONFIG_SECURITYFS,not set,not set,false,false
CONFIG_SECURITY_APPARMOR,not set,not set,false,false
CONFIG_SECURITY_DMESG_RESTRICT,not set,not set,false,false
CONFIG_SECURITY_NETWORK,y,y,false,false
CONFIG_SECURITY_NETWORK_XFRM,not set,not set,false,false
CONFIG_SECURITY_PATH,not set,not set,false,false
CONFIG_SECURITY_PERF_EVENTS_RESTRICT,y,y,false,false
CONFIG_SECURITY_SELINUX,y,y,false,true
CONFIG_SECURITY_SELINUX_AVC_STATS,y,y,false,false
CONFIG_SECURITY_SELINUX_BOOTPARAM,y,y,false,false
CONFIG_SECURITY_SELINUX_BOOTPARAM_VALUE,1,1,false,false
CONFIG_SECURITY_SELINUX_CHECKREQPROT_VALUE,0,0,false,false
CONFIG_SECURITY_SELINUX_DEVELOP,y,y,false,false
CONFIG_SECURITY_SELINUX_DISABLE,not set,not set,false,false
CONFIG_SECURITY_SELINUX_KERN_PERMISSIVE,not set,not set,false,false
CONFIG_SECURITY_SELINUX_POLICYDB_VERSION_MAX,not set,not set,false,false
CONFIG_SECURITY_SMACK,not set,not set,false,false
CONFIG_SECURITY_TOMOYO,not set,not set,false,false
CONFIG_SECURITY_YAMA,not set,not set,false,false
CONFIG_SELECT_MEMORY_MODEL,y,y,false,false
CONFIG_SENSORS_APDS990X,not set,not set,false,false
CONFIG_SENSORS_BH1770,not set,not set,false,false
CONFIG_SENSORS_BH1780,not set,not set,false,false
CONFIG_SENSORS_HMC5843_I2C,not set,not set,false,false
CONFIG_SENSORS_HMC5843_SPI,not set,not set,false,false
CONFIG_SENSORS_ISL29018,not set,not set,false,false
CONFIG_SENSORS_ISL29028,not set,not set,false,false
CONFIG_SENSORS_LIS3LV02D,not set,not set,false,false
CONFIG_SENSORS_LIS3_I2C,not set,not set,false,false
CONFIG_SENSORS_LIS3_SPI,not set,not set,false,false
CONFIG_SENSORS_TSL2550,not set,not set,false,false
CONFIG_SENSORS_TSL2563,not set,not set,false,false
CONFIG_SERIAL_8250,y,y,false,false
CONFIG_SERIAL_8250_CONSOLE,y,y,false,false
CONFIG_SERIAL_8250_DEPRECATED_OPTIONS,y,y,false,false
CONFIG_SERIAL_8250_DMA,y,y,false,false
CONFIG_SERIAL_8250_DW,not set,not set,false,false
CONFIG_SERIAL_8250_EXTENDED,not set,not set,false,false
CONFIG_SERIAL_8250_FSL,y,y,false,false
CONFIG_SERIAL_8250_INGENIC,not set,not set,false,false
CONFIG_SERIAL_8250_MT6577,y,y,false,false
CONFIG_SERIAL_8250_NR_UARTS,3,3,false,false
CONFIG_SERIAL_8250_RT288X,not set,not set,false,false
CONFIG_SERIAL_8250_RUNTIME_UARTS,3,3,false,false
CONFIG_SERIAL_ALTERA_JTAGUART,not set,not set,false,false
CONFIG_SERIAL_ALTERA_UART,not set,not set,false,false
CONFIG_SERIAL_AMBA_PL010,not set,not set,false,false
CONFIG_SERIAL_AMBA_PL011,not set,not set,false,false
CONFIG_SERIAL_ARC,not set,not set,false,false
CONFIG_SERIAL_CONEXANT_DIGICOLOR,not set,not set,false,false
CONFIG_SERIAL_CORE,y,y,false,false
CONFIG_SERIAL_CORE_CONSOLE,y,y,false,false
CONFIG_SERIAL_EARLYCON,y,y,false,false
CONFIG_SERIAL_EARLYCON_ARM_SEMIHOST,not set,not set,false,false
CONFIG_SERIAL_FSL_LPUART,not set,not set,false,false
CONFIG_SERIAL_IFX6X60,not set,not set,false,false
CONFIG_SERIAL_MAX3100,not set,not set,false,false
CONFIG_SERIAL_MAX310X,not set,not set,false,false
CONFIG_SERIAL_MTK_EARLY_CONSOLE,not set,not set,false,false
CONFIG_SERIAL_NONSTANDARD,not set,not set,false,false
CONFIG_SERIAL_OF_PLATFORM,not set,not set,false,false
CONFIG_SERIAL_SC16IS7XX,not set,not set,false,false
CONFIG_SERIAL_SCCNXP,not set,not set,false,false
CONFIG_SERIAL_UARTLITE,not set,not set,false,false
CONFIG_SERIAL_XILINX_PS_UART,not set,not set,false,false
CONFIG_SERIO,not set,not set,false,false
CONFIG_SETEND_EMULATION,y,y,false,false
CONFIG_SGETMASK_SYSCALL,not set,not set,false,false
CONFIG_SG_SPLIT,not set,not set,false,false
CONFIG_SHMEM,y,y,false,false
CONFIG_SH_TIMER_CMT,not set,not set,false,false
CONFIG_SH_TIMER_MTU2,not set,not set,false,false
CONFIG_SH_TIMER_TMU,not set,not set,false,false
CONFIG_SI7005,not set,not set,false,false
CONFIG_SI7020,not set,not set,false,false
CONFIG_SIGNALFD,y,y,false,false
CONFIG_SILENT_OTA,not set,not set,false,false
CONFIG_SINGLE_PANEL_OUTPUT,not set,not set,false,false
CONFIG_SKIP_CHECK_BATON,y,y,false,false
CONFIG_SLAB,not set,not set,false,false
CONFIG_SLHC,y,y,false,false
CONFIG_SLIP,not set,not set,false,false
CONFIG_SLOB,not set,not set,false,false
CONFIG_SLUB,y,y,false,false
CONFIG_SLUB_CPU_PARTIAL,y,y,false,false
CONFIG_SLUB_DEBUG,not set,not set,false,false
CONFIG_SLUB_STATS,not set,not set,false,false
CONFIG_SMARTJOYPLUS_FF,not set,not set,false,false
CONFIG_SMP,y,y,false,false
CONFIG_SMSC_PHY,not set,not set,false,false
CONFIG_SND,y,y,false,false
CONFIG_SND_ALOOP,not set,not set,false,false
CONFIG_SND_ATMEL_SOC,not set,not set,false,false
CONFIG_SND_BCD2000,not set,not set,false,false
CONFIG_SND_DEBUG,y,y,false,false
CONFIG_SND_DEBUG_VERBOSE,y,y,false,false
CONFIG_SND_DESIGNWARE_I2S,not set,not set,false,false
CONFIG_SND_DRIVERS,y,y,false,false
CONFIG_SND_DUMMY,not set,not set,false,false
CONFIG_SND_DYNAMIC_MINORS,y,y,false,false
CONFIG_SND_EMU10K1_SEQ,not set,not set,false,false
CONFIG_SND_HDA_PREALLOC_SIZE,64,64,false,false
CONFIG_SND_HRTIMER,y,y,false,false
CONFIG_SND_HWDEP,y,y,false,false
CONFIG_SND_JACK,y,y,false,false
CONFIG_SND_MAX_CARDS,32,32,false,false
CONFIG_SND_MIXER_OSS,not set,not set,false,false
CONFIG_SND_MPU401,not set,not set,false,false
CONFIG_SND_MTPAV,not set,not set,false,false
CONFIG_SND_OPL3_LIB_SEQ,not set,not set,false,false
CONFIG_SND_OPL4_LIB_SEQ,not set,not set,false,false
CONFIG_SND_OSSEMUL,y,y,false,false
CONFIG_SND_PCM,y,y,false,false
CONFIG_SND_PCM_OSS,not set,not set,false,false
CONFIG_SND_PCM_TIMER,y,y,false,false
CONFIG_SND_PCM_XRUN_DEBUG,y,y,false,false
CONFIG_SND_PROC_FS,y,y,false,false
CONFIG_SND_RAWMIDI,y,y,false,false
CONFIG_SND_RAWMIDI_SEQ,y,y,false,false
CONFIG_SND_SBAWE_SEQ,not set,not set,false,false
CONFIG_SND_SEQUENCER,y,y,false,false
CONFIG_SND_SEQUENCER_OSS,y,y,false,false
CONFIG_SND_SEQ_DUMMY,y,y,false,false
CONFIG_SND_SEQ_HRTIMER_DEFAULT,y,y,false,false
CONFIG_SND_SERIAL_U16550,not set,not set,false,false
CONFIG_SND_SIMPLE_CARD,not set,not set,false,false
CONFIG_SND_SOC,y,y,false,false
CONFIG_SND_SOC_AC97_CODEC,not set,not set,false,false
CONFIG_SND_SOC_ADAU1701,not set,not set,false,false
CONFIG_SND_SOC_AK4104,not set,not set,false,false
CONFIG_SND_SOC_AK4554,not set,not set,false,false
CONFIG_SND_SOC_AK4613,not set,not set,false,false
CONFIG_SND_SOC_AK4642,not set,not set,false,false
CONFIG_SND_SOC_AK5386,not set,not set,false,false
CONFIG_SND_SOC_ALC5623,not set,not set,false,false
CONFIG_SND_SOC_CS35L32,not set,not set,false,false
CONFIG_SND_SOC_CS4265,not set,not set,false,false
CONFIG_SND_SOC_CS4270,not set,not set,false,false
CONFIG_SND_SOC_CS4271_I2C,not set,not set,false,false
CONFIG_SND_SOC_CS4271_SPI,not set,not set,false,false
CONFIG_SND_SOC_CS42L51_I2C,not set,not set,false,false
CONFIG_SND_SOC_CS42L52,not set,not set,false,false
CONFIG_SND_SOC_CS42L56,not set,not set,false,false
CONFIG_SND_SOC_CS42L73,not set,not set,false,false
CONFIG_SND_SOC_CS42XX8_I2C,not set,not set,false,false
CONFIG_SND_SOC_CS4349,not set,not set,false,false
CONFIG_SND_SOC_ES8328,not set,not set,false,false
CONFIG_SND_SOC_FSL_ASRC,not set,not set,false,false
CONFIG_SND_SOC_FSL_ESAI,not set,not set,false,false
CONFIG_SND_SOC_FSL_SAI,not set,not set,false,false
CONFIG_SND_SOC_FSL_SPDIF,not set,not set,false,false
CONFIG_SND_SOC_FSL_SSI,not set,not set,false,false
CONFIG_SND_SOC_GTM601,not set,not set,false,false
CONFIG_SND_SOC_I2C_AND_SPI,y,y,false,false
CONFIG_SND_SOC_IMX_AUDMUX,not set,not set,false,false
CONFIG_SND_SOC_MAX98926,not set,not set,false,false
CONFIG_SND_SOC_MT6358_DL_LR_SWAP,y,y,false,false
CONFIG_SND_SOC_MTK_BTCVSD,y,y,false,false
CONFIG_SND_SOC_PCM1681,not set,not set,false,false
CONFIG_SND_SOC_PCM1792A,not set,not set,false,false
CONFIG_SND_SOC_PCM512x_I2C,not set,not set,false,false
CONFIG_SND_SOC_PCM512x_SPI,not set,not set,false,false
CONFIG_SND_SOC_RT5509,y,y,false,false
CONFIG_SND_SOC_RT551X,not set,not set,false,false
CONFIG_SND_SOC_RT551X_CHECK,y,y,false,false
CONFIG_SND_SOC_RT551X_PINCTRL,y,y,false,false
CONFIG_SND_SOC_RT551X_SPI,not set,not set,false,false
CONFIG_SND_SOC_RT551X_TEST_ONLY,not set,not set,false,false
CONFIG_SND_SOC_RT5631,not set,not set,false,false
CONFIG_SND_SOC_RT5677_SPI,not set,not set,false,false
CONFIG_SND_SOC_SGTL5000,not set,not set,false,false
CONFIG_SND_SOC_SIRF_AUDIO_CODEC,not set,not set,false,false
CONFIG_SND_SOC_SPDIF,not set,not set,false,false
CONFIG_SND_SOC_SSM2602_I2C,not set,not set,false,false
CONFIG_SND_SOC_SSM2602_SPI,not set,not set,false,false
CONFIG_SND_SOC_SSM4567,not set,not set,false,false
CONFIG_SND_SOC_STA32X,not set,not set,false,false
CONFIG_SND_SOC_STA350,not set,not set,false,false
CONFIG_SND_SOC_STI_SAS,not set,not set,false,false
CONFIG_SND_SOC_TAS2552,not set,not set,false,false
CONFIG_SND_SOC_TAS5086,not set,not set,false,false
CONFIG_SND_SOC_TAS571X,not set,not set,false,false
CONFIG_SND_SOC_TFA9879,not set,not set,false,false
CONFIG_SND_SOC_TLV320AIC23_I2C,not set,not set,false,false
CONFIG_SND_SOC_TLV320AIC23_SPI,not set,not set,false,false
CONFIG_SND_SOC_TLV320AIC31XX,not set,not set,false,false
CONFIG_SND_SOC_TLV320AIC3X,not set,not set,false,false
CONFIG_SND_SOC_TPA6130A2,not set,not set,false,false
CONFIG_SND_SOC_TS3A227E,not set,not set,false,false
CONFIG_SND_SOC_WM8510,not set,not set,false,false
CONFIG_SND_SOC_WM8523,not set,not set,false,false
CONFIG_SND_SOC_WM8580,not set,not set,false,false
CONFIG_SND_SOC_WM8711,not set,not set,false,false
CONFIG_SND_SOC_WM8728,not set,not set,false,false
CONFIG_SND_SOC_WM8731,not set,not set,false,false
CONFIG_SND_SOC_WM8737,not set,not set,false,false
CONFIG_SND_SOC_WM8741,not set,not set,false,false
CONFIG_SND_SOC_WM8750,not set,not set,false,false
CONFIG_SND_SOC_WM8753,not set,not set,false,false
CONFIG_SND_SOC_WM8770,not set,not set,false,false
CONFIG_SND_SOC_WM8776,not set,not set,false,false
CONFIG_SND_SOC_WM8804_I2C,not set,not set,false,false
CONFIG_SND_SOC_WM8804_SPI,not set,not set,false,false
CONFIG_SND_SOC_WM8903,not set,not set,false,false
CONFIG_SND_SOC_WM8962,not set,not set,false,false
CONFIG_SND_SOC_WM8978,not set,not set,false,false
CONFIG_SND_SOC_XTFPGA_I2S,not set,not set,false,false
CONFIG_SND_SPI,not set,not set,false,false
CONFIG_SND_SUN4I_CODEC,not set,not set,false,false
CONFIG_SND_SUPPORT_OLD_API,y,y,false,false
CONFIG_SND_TIMER,y,y,false,false
CONFIG_SND_USB,y,y,false,false
CONFIG_SND_USB_6FIRE,not set,not set,false,false
CONFIG_SND_USB_AUDIO,y,y,false,false
CONFIG_SND_USB_CAIAQ,not set,not set,false,false
CONFIG_SND_USB_HIFACE,not set,not set,false,false
CONFIG_SND_USB_POD,not set,not set,false,false
CONFIG_SND_USB_PODHD,not set,not set,false,false
CONFIG_SND_USB_TONEPORT,not set,not set,false,false
CONFIG_SND_USB_UA101,not set,not set,false,false
CONFIG_SND_USB_VARIAX,not set,not set,false,false
CONFIG_SND_VERBOSE_PRINTK,y,y,false,false
CONFIG_SND_VERBOSE_PROCFS,y,y,false,false
CONFIG_SND_VIRMIDI,not set,not set,false,false
CONFIG_SOC_BY_AUXADC,not set,not set,false,false
CONFIG_SOC_BY_HW_FG,not set,not set,false,false
CONFIG_SOC_BY_SW_FG,not set,not set,false,false
CONFIG_SOC_TI,not set,not set,false,false
CONFIG_SOFT_WATCHDOG,not set,not set,false,false
CONFIG_SONY_FF,not set,not set,false,false
CONFIG_SOUND,y,y,false,false
CONFIG_SOUND_OSS_CORE,y,y,false,false
CONFIG_SOUND_OSS_CORE_PRECLAIM,y,y,false,false
CONFIG_SOUND_PRIME,y,y,false,false
CONFIG_SPARSEMEM,y,y,false,false
CONFIG_SPARSEMEM_EXTREME,y,y,false,false
CONFIG_SPARSEMEM_MANUAL,y,y,false,false
CONFIG_SPARSEMEM_VMEMMAP,y,y,false,false
CONFIG_SPARSEMEM_VMEMMAP_ENABLE,y,y,false,false
CONFIG_SPARSE_IRQ,y,y,false,false
CONFIG_SPARSE_RCU_POINTER,not set,not set,false,false
CONFIG_SPECIFY_IMGSENSOR,y,y,false,false
CONFIG_SPI,y,y,false,false
CONFIG_SPI_ALTERA,not set,not set,false,false
CONFIG_SPI_BITBANG,not set,not set,false,false
CONFIG_SPI_CADENCE,not set,not set,false,false
CONFIG_SPI_DEBUG,not set,not set,false,false
CONFIG_SPI_DESIGNWARE,not set,not set,false,false
CONFIG_SPI_FSL_SPI,not set,not set,false,false
CONFIG_SPI_GPIO,not set,not set,false,false
CONFIG_SPI_MASTER,y,y,false,false
CONFIG_SPI_MT65XX,y,y,false,false
CONFIG_SPI_OC_TINY,not set,not set,false,false
CONFIG_SPI_PL022,not set,not set,false,false
CONFIG_SPI_PXA2XX_PCI,not set,not set,false,false
CONFIG_SPI_ROCKCHIP,not set,not set,false,false
CONFIG_SPI_SC18IS602,not set,not set,false,false
CONFIG_SPI_SPIDEV,not set,not set,false,false
CONFIG_SPI_TLE62X0,not set,not set,false,false
CONFIG_SPI_XCOMM,not set,not set,false,false
CONFIG_SPI_XILINX,not set,not set,false,false
CONFIG_SPI_ZYNQMP_GQSPI,not set,not set,false,false
CONFIG_SPLIT_PTLOCK_CPUS,4,4,false,false
CONFIG_SPMI,not set,not set,false,false
CONFIG_SQUASHFS,not set,not set,false,false
CONFIG_SRAM,not set,not set,false,false
CONFIG_SRCU,y,y,false,false
CONFIG_SSB,not set,not set,false,false
CONFIG_SSB_POSSIBLE,y,y,false,false
CONFIG_SSUSB_DRV,not set,not set,false,false
CONFIG_SSUSB_MTK_TEST_XHCI,not set,not set,false,false
CONFIG_SSUSB_MTK_XHCI,not set,not set,false,false
CONFIG_SSUSB_MU3_PHY,not set,not set,false,false
CONFIG_STACKTRACE,y,y,false,false
CONFIG_STACKTRACE_SUPPORT,y,y,false,false
CONFIG_STACK_TRACER,not set,not set,false,false
CONFIG_STAGING,y,y,false,false
CONFIG_STAGING_BOARD,not set,not set,false,false
CONFIG_STAGING_MEDIA,not set,not set,false,false
CONFIG_STANDALONE,y,y,false,false
CONFIG_STE10XP,not set,not set,false,false
CONFIG_STE_MODEM_RPROC,not set,not set,false,false
CONFIG_STK3310,not set,not set,false,false
CONFIG_STK8312,not set,not set,false,false
CONFIG_STM,not set,not set,false,false
CONFIG_STM_DUMMY,not set,not set,false,false
CONFIG_STM_SOURCE_CONSOLE,not set,not set,false,false
CONFIG_STP,y,y,false,false
CONFIG_STRICT_DEVMEM,not set,not set,false,false
CONFIG_STRIP_ASM_SYMS,not set,not set,false,false
CONFIG_SUNXI_SRAM,not set,not set,false,false
CONFIG_SUPPORT_DFS_CHANNEL,y,y,false,false
CONFIG_SUPPORT_VO_ENTERPRISE,y,y,false,false
CONFIG_SUSPEND,y,y,false,false
CONFIG_SUSPEND_FREEZER,y,y,false,false
CONFIG_SUSPEND_SKIP_SYNC,not set,not set,false,false
CONFIG_SWAP,y,y,false,false
CONFIG_SWCHR_POWER_PATH,not set,not set,false,false
CONFIG_SWIOTLB,y,y,false,false
CONFIG_SWITCH,y,y,false,false
CONFIG_SWITCH_GPIO,not set,not set,false,false
CONFIG_SWITCH_USB_RT8973,not set,not set,false,false
CONFIG_SWP_EMULATION,y,y,false,false
CONFIG_SW_SYNC,y,y,false,false
CONFIG_SW_SYNC64,not set,not set,false,false
CONFIG_SW_SYNC_USER,y,y,false,false
CONFIG_SX9500,not set,not set,false,false
CONFIG_SYNC,y,y,false,false
CONFIG_SYN_COOKIES,y,y,false,false
CONFIG_SYSCTL,y,y,false,false
CONFIG_SYSCTL_EXCEPTION_TRACE,y,y,false,false
CONFIG_SYSCTL_SYSCALL,y,y,false,false
CONFIG_SYSFS,y,y,false,false
CONFIG_SYSFS_DEPRECATED,not set,not set,false,false
CONFIG_SYSFS_SYSCALL,y,y,false,false
CONFIG_SYSTEM_AS_ROOT,y,y,false,false
CONFIG_SYSTEM_DATA_VERIFICATION,not set,not set,false,false
CONFIG_SYSTEM_TRUSTED_KEYRING,y,y,false,false
CONFIG_SYSTEM_TRUSTED_KEYS,"""certs/amazon_verity.x509.pem""","""certs/amazon_verity.x509.pem""",false,false
