class_number	class_name	descriptor	start_line	end_line	direct_methods	virtual_methods
0	R.attr	Landroid/arch/core/R$attr;	2	11	1	0
1	R.bool	Landroid/arch/core/R$bool;	12	20	1	0
2	R.color	Landroid/arch/core/R$color;	21	29	1	0
3	R.dimen	Landroid/arch/core/R$dimen;	30	38	1	0
4	R.drawable	Landroid/arch/core/R$drawable;	39	47	1	0
5	R.id	Landroid/arch/core/R$id;	48	56	1	0
6	R.integer	Landroid/arch/core/R$integer;	57	65	1	0
7	R.layout	Landroid/arch/core/R$layout;	66	74	1	0
8	R.menu	Landroid/arch/core/R$menu;	75	83	1	0
9	R.mipmap	Landroid/arch/core/R$mipmap;	84	92	1	0
10	R.plurals	Landroid/arch/core/R$plurals;	93	101	1	0
11	R.raw	Landroid/arch/core/R$raw;	102	110	1	0
12	R.string	Landroid/arch/core/R$string;	111	119	1	0
13	R.style	Landroid/arch/core/R$style;	120	128	1	0
14	R.styleable	Landroid/arch/core/R$styleable;	129	163	2	0
15	R.xml	Landroid/arch/core/R$xml;	164	172	1	0
16	R	Landroid/arch/core/R;	173	181	1	0
17	ArchTaskExecutor.1	Landroid/arch/core/executor/ArchTaskExecutor$1;	182	200	1	1
18	ArchTaskExecutor.2	Landroid/arch/core/executor/ArchTaskExecutor$2;	201	219	1	1
19	TaskExecutor	Landroid/arch/core/executor/TaskExecutor;	220	252	1	4
20	SafeIterableMap.1	Landroid/arch/core/internal/SafeIterableMap$1;	253	255	0	0
21	SafeIterableMap.Entry	Landroid/arch/core/internal/SafeIterableMap$Entry;	256	360	1	6
22	SafeIterableMap.SupportRemove	Landroid/arch/core/internal/SafeIterableMap$SupportRemove;	361	367	0	1
23	SafeIterableMap	Landroid/arch/core/internal/SafeIterableMap;	368	708	2	13
24	Function	Landroid/arch/core/util/Function;	709	715	0	1
25	ClassesInfoCache.CallbackInfo	Landroid/arch/lifecycle/ClassesInfoCache$CallbackInfo;	716	797	2	1
26	ClassesInfoCache.MethodReference	Landroid/arch/lifecycle/ClassesInfoCache$MethodReference;	798	925	1	3
27	ClassesInfoCache	Landroid/arch/lifecycle/ClassesInfoCache;	926	1213	5	2
28	FullLifecycleObserverAdapter.1	Landroid/arch/lifecycle/FullLifecycleObserverAdapter$1;	1214	1291	1	0
29	GeneratedAdapter	Landroid/arch/lifecycle/GeneratedAdapter;	1292	1298	0	1
30	Lifecycle.Event	Landroid/arch/lifecycle/Lifecycle$Event;	1299	1385	4	0
31	Lifecycle.State	Landroid/arch/lifecycle/Lifecycle$State;	1386	1469	4	1
32	Lifecycle	Landroid/arch/lifecycle/Lifecycle;	1470	1487	1	3
33	LifecycleObserver	Landroid/arch/lifecycle/LifecycleObserver;	1488	1490	0	0
34	LifecycleOwner	Landroid/arch/lifecycle/LifecycleOwner;	1491	1497	0	1
35	LifecycleRegistry.1	Landroid/arch/lifecycle/LifecycleRegistry$1;	1498	1620	1	0
36	LifecycleRegistry.ObserverWithState	Landroid/arch/lifecycle/LifecycleRegistry$ObserverWithState;	1621	1656	1	1
37	Lifecycling	Landroid/arch/lifecycle/Lifecycling;	1657	1967	9	0
38	LiveData.1	Landroid/arch/lifecycle/LiveData$1;	1968	2009	1	1
39	LiveData.ObserverWrapper	Landroid/arch/lifecycle/LiveData$ObserverWrapper;	2010	2099	1	4
40	LiveData	Landroid/arch/lifecycle/LiveData;	2100	2520	12	12
41	MethodCallsLogger	Landroid/arch/lifecycle/MethodCallsLogger;	2521	2567	1	1
42	Observer	Landroid/arch/lifecycle/Observer;	2568	2574	0	1
43	OnLifecycleEvent	Landroid/arch/lifecycle/OnLifecycleEvent;	2575	2581	0	1
44	R.attr	Landroid/arch/lifecycle/R$attr;	2582	2590	1	0
45	R.bool	Landroid/arch/lifecycle/R$bool;	2591	2599	1	0
46	R.color	Landroid/arch/lifecycle/R$color;	2600	2608	1	0
47	R.dimen	Landroid/arch/lifecycle/R$dimen;	2609	2617	1	0
48	R.drawable	Landroid/arch/lifecycle/R$drawable;	2618	2626	1	0
49	R.id	Landroid/arch/lifecycle/R$id;	2627	2635	1	0
50	R.integer	Landroid/arch/lifecycle/R$integer;	2636	2644	1	0
51	R.layout	Landroid/arch/lifecycle/R$layout;	2645	2653	1	0
52	R.menu	Landroid/arch/lifecycle/R$menu;	2654	2662	1	0
53	R.mipmap	Landroid/arch/lifecycle/R$mipmap;	2663	2671	1	0
54	R.plurals	Landroid/arch/lifecycle/R$plurals;	2672	2680	1	0
55	R.raw	Landroid/arch/lifecycle/R$raw;	2681	2689	1	0
56	R.string	Landroid/arch/lifecycle/R$string;	2690	2698	1	0
57	R.style	Landroid/arch/lifecycle/R$style;	2699	2707	1	0
58	R.styleable	Landroid/arch/lifecycle/R$styleable;	2708	2742	2	0
59	R.xml	Landroid/arch/lifecycle/R$xml;	2743	2751	1	0
60	R	Landroid/arch/lifecycle/R;	2752	2760	1	0
61	ReportFragment.ActivityInitializationListener	Landroid/arch/lifecycle/ReportFragment$ActivityInitializationListener;	2761	2773	0	3
62	ReportFragment	Landroid/arch/lifecycle/ReportFragment;	2774	2954	7	7
63	ViewModel	Landroid/arch/lifecycle/ViewModel;	2955	2967	1	1
64	ViewModelProvider.Factory	Landroid/arch/lifecycle/ViewModelProvider$Factory;	2968	2974	0	1
65	ViewModelProvider	Landroid/arch/lifecycle/ViewModelProvider;	2975	3046	2	2
66	ViewModelStore	Landroid/arch/lifecycle/ViewModelStore;	3047	3112	1	3
67	ViewModelStoreOwner	Landroid/arch/lifecycle/ViewModelStoreOwner;	3113	3119	0	1
68	R.attr	Landroid/arch/lifecycle/livedata/core/R$attr;	3120	3128	1	0
69	R.bool	Landroid/arch/lifecycle/livedata/core/R$bool;	3129	3137	1	0
70	R.color	Landroid/arch/lifecycle/livedata/core/R$color;	3138	3146	1	0
71	R.dimen	Landroid/arch/lifecycle/livedata/core/R$dimen;	3147	3155	1	0
72	R.drawable	Landroid/arch/lifecycle/livedata/core/R$drawable;	3156	3164	1	0
73	R.id	Landroid/arch/lifecycle/livedata/core/R$id;	3165	3173	1	0
74	R.integer	Landroid/arch/lifecycle/livedata/core/R$integer;	3174	3182	1	0
75	R.layout	Landroid/arch/lifecycle/livedata/core/R$layout;	3183	3191	1	0
76	R.menu	Landroid/arch/lifecycle/livedata/core/R$menu;	3192	3200	1	0
77	R.mipmap	Landroid/arch/lifecycle/livedata/core/R$mipmap;	3201	3209	1	0
78	R.plurals	Landroid/arch/lifecycle/livedata/core/R$plurals;	3210	3218	1	0
79	R.raw	Landroid/arch/lifecycle/livedata/core/R$raw;	3219	3227	1	0
80	R.string	Landroid/arch/lifecycle/livedata/core/R$string;	3228	3236	1	0
81	R.style	Landroid/arch/lifecycle/livedata/core/R$style;	3237	3245	1	0
82	R.styleable	Landroid/arch/lifecycle/livedata/core/R$styleable;	3246	3280	2	0
83	R.xml	Landroid/arch/lifecycle/livedata/core/R$xml;	3281	3289	1	0
84	R	Landroid/arch/lifecycle/livedata/core/R;	3290	3298	1	0
85	R.attr	Landroid/arch/lifecycle/viewmodel/R$attr;	3299	3307	1	0
86	R.bool	Landroid/arch/lifecycle/viewmodel/R$bool;	3308	3316	1	0
87	R.color	Landroid/arch/lifecycle/viewmodel/R$color;	3317	3325	1	0
88	R.dimen	Landroid/arch/lifecycle/viewmodel/R$dimen;	3326	3334	1	0
89	R.drawable	Landroid/arch/lifecycle/viewmodel/R$drawable;	3335	3343	1	0
90	R.id	Landroid/arch/lifecycle/viewmodel/R$id;	3344	3352	1	0
91	R.integer	Landroid/arch/lifecycle/viewmodel/R$integer;	3353	3361	1	0
92	R.layout	Landroid/arch/lifecycle/viewmodel/R$layout;	3362	3370	1	0
93	R.menu	Landroid/arch/lifecycle/viewmodel/R$menu;	3371	3379	1	0
94	R.mipmap	Landroid/arch/lifecycle/viewmodel/R$mipmap;	3380	3388	1	0
95	R.plurals	Landroid/arch/lifecycle/viewmodel/R$plurals;	3389	3397	1	0
96	R.raw	Landroid/arch/lifecycle/viewmodel/R$raw;	3398	3406	1	0
97	R.string	Landroid/arch/lifecycle/viewmodel/R$string;	3407	3415	1	0
98	R.style	Landroid/arch/lifecycle/viewmodel/R$style;	3416	3424	1	0
99	R.styleable	Landroid/arch/lifecycle/viewmodel/R$styleable;	3425	3459	2	0
100	R.xml	Landroid/arch/lifecycle/viewmodel/R$xml;	3460	3468	1	0
101	R	Landroid/arch/lifecycle/viewmodel/R;	3469	3477	1	0
102	-..Lambda.ApfFilter.UV1wDVoVlbcxpr8zevj_aMFtUGw	Landroid/net/apf/-$$Lambda$ApfFilter$UV1wDVoVlbcxpr8zevj_aMFtUGw;	3478	3503	2	1
103	ApfCapabilities	Landroid/net/apf/ApfCapabilities;	3504	3567	1	2
104	ApfFilter.1	Landroid/net/apf/ApfFilter$1;	3568	3605	1	1
105	ApfFilter.2	Landroid/net/apf/ApfFilter$2;	3606	3674	1	0
106	ApfFilter.ApfConfiguration	Landroid/net/apf/ApfFilter$ApfConfiguration;	3675	3683	1	0
107	ApfFilter.Counter	Landroid/net/apf/ApfFilter$Counter;	3684	3954	5	1
108	ApfFilter.InvalidRaException	Landroid/net/apf/ApfFilter$InvalidRaException;	3955	3964	1	0
109	ApfFilter.ProcessRaResult	Landroid/net/apf/ApfFilter$ProcessRaResult;	3965	4043	4	0
110	ApfFilter.Ra	Landroid/net/apf/ApfFilter$Ra;	4044	4863	6	7
111	ApfFilter.ReceiveThread	Landroid/net/apf/ApfFilter$ReceiveThread;	4864	5081	3	2
112	ApfFilter	Landroid/net/apf/ApfFilter;	5082	6863	29	10
113	ApfGenerator.ExtendedOpcodes	Landroid/net/apf/ApfGenerator$ExtendedOpcodes;	6864	6950	4	0
114	ApfGenerator.IllegalInstructionException	Landroid/net/apf/ApfGenerator$IllegalInstructionException;	6951	6959	1	0
115	ApfGenerator.Instruction	Landroid/net/apf/ApfGenerator$Instruction;	6960	7409	8	9
116	ApfGenerator.Opcodes	Landroid/net/apf/ApfGenerator$Opcodes;	7410	7638	4	0
117	ApfGenerator.Register	Landroid/net/apf/ApfGenerator$Register;	7639	7692	4	0
118	ApfGenerator	Landroid/net/apf/ApfGenerator;	7693	8419	8	43
119	DhcpClient.DhcpHaveLeaseState	Landroid/net/dhcp/DhcpClient$DhcpHaveLeaseState;	8420	8499	1	2
120	DhcpClient.DhcpState	Landroid/net/dhcp/DhcpClient$DhcpState;	8500	8600	1	3
121	DhcpClient.LoggingState	Landroid/net/dhcp/DhcpClient$LoggingState;	8601	8715	3	4
122	DhcpClient.ReceiveThread	Landroid/net/dhcp/DhcpClient$ReceiveThread;	8716	8851	1	2
123	DhcpClient.StoppedState	Landroid/net/dhcp/DhcpClient$StoppedState;	8852	8897	1	1
124	DhcpClient	Landroid/net/dhcp/DhcpClient;	8898	10218	68	7
125	DhcpPacket.ParseException	Landroid/net/dhcp/DhcpPacket$ParseException;	10219	10232	1	0
126	DhcpPacket	Landroid/net/dhcp/DhcpPacket;	10233	12235	26	10
127	VendorDhcpClientCallback	Landroid/net/dhcp/VendorDhcpClientCallback;	12236	12315	5	3
128	VendorDhcpPacketCallback	Landroid/net/dhcp/VendorDhcpPacketCallback;	12316	12370	4	2
129	ResolvUtil.1	Landroid/net/dns/ResolvUtil$1;	12371	12391	1	1
130	ResolvUtil	Landroid/net/dns/ResolvUtil;	12392	12465	5	0
131	-..Lambda.IpClient.3.97DqfCdvF_DK1fYMrSYfnetT_aU	Landroid/net/ip/-$$Lambda$IpClient$3$97DqfCdvF_DK1fYMrSYfnetT_aU;	12466	12490	1	1
132	-..Lambda.IpClient.GdLECAc1sQEo2Jjde3Y4ykVjDBg	Landroid/net/ip/-$$Lambda$IpClient$GdLECAc1sQEo2Jjde3Y4ykVjDBg;	12491	12516	2	1
133	-..Lambda.IpClient.InitialConfiguration.-qxDAAo5wjq2G7x-F8gQeNSxIxY	Landroid/net/ip/-$$Lambda$IpClient$InitialConfiguration$-qxDAAo5wjq2G7x-F8gQeNSxIxY;	12517	12542	2	1
134	-..Lambda.IpClient.InitialConfiguration.Id7yPLmMAQz0Sm1dnrJVkXkUQNQ	Landroid/net/ip/-$$Lambda$IpClient$InitialConfiguration$Id7yPLmMAQz0Sm1dnrJVkXkUQNQ;	12543	12564	1	1
135	-..Lambda.IpClient.InitialConfiguration.UHB1S125oVRRJ33BRbWLXqGk32M	Landroid/net/ip/-$$Lambda$IpClient$InitialConfiguration$UHB1S125oVRRJ33BRbWLXqGk32M;	12565	12586	1	1
136	-..Lambda.IpClient.InitialConfiguration.Vb5KM9_T-c7Jv1Lqbet5CRNEyjU	Landroid/net/ip/-$$Lambda$IpClient$InitialConfiguration$Vb5KM9_T-c7Jv1Lqbet5CRNEyjU;	12587	12608	1	1
137	-..Lambda.IpClient.InitialConfiguration.WB134Aq_hrEPp-6UsNJgWvtMzBM	Landroid/net/ip/-$$Lambda$IpClient$InitialConfiguration$WB134Aq_hrEPp-6UsNJgWvtMzBM;	12609	12634	2	1
138	-..Lambda.IpClient.InitialConfiguration.Yj_oETEniyWPwMk9O1x-JZIJoNo	Landroid/net/ip/-$$Lambda$IpClient$InitialConfiguration$Yj_oETEniyWPwMk9O1x-JZIJoNo;	12635	12656	1	1
139	-..Lambda.IpClient.InitialConfiguration.YwpJbnxCjWZ5CZ7ycLj8DIoOSd8	Landroid/net/ip/-$$Lambda$IpClient$InitialConfiguration$YwpJbnxCjWZ5CZ7ycLj8DIoOSd8;	12657	12682	2	1
140	-..Lambda.IpClient.InitialConfiguration.guZQ276VyezHQuIEE0CG9osvUes	Landroid/net/ip/-$$Lambda$IpClient$InitialConfiguration$guZQ276VyezHQuIEE0CG9osvUes;	12683	12704	1	1
141	-..Lambda.IpClient.InitialConfiguration.gxc5co5uJUOrlWJ8HYqcngxR5gI	Landroid/net/ip/-$$Lambda$IpClient$InitialConfiguration$gxc5co5uJUOrlWJ8HYqcngxR5gI;	12705	12730	2	1
142	-..Lambda.IpClient.JsVbJ5mpbRjwJuW_A3bDJMqYpF0	Landroid/net/ip/-$$Lambda$IpClient$JsVbJ5mpbRjwJuW_A3bDJMqYpF0;	12731	12755	2	1
143	-..Lambda.IpClient.RunningState.62CnAIrZ9p4JQ9DgmmpMjXifdaw	Landroid/net/ip/-$$Lambda$IpClient$RunningState$62CnAIrZ9p4JQ9DgmmpMjXifdaw;	12756	12776	1	1
144	-..Lambda.IpClient.avmS8r0wlmaRuIXDbDPiQFTUPlA	Landroid/net/ip/-$$Lambda$IpClient$avmS8r0wlmaRuIXDbDPiQFTUPlA;	12777	12797	1	1
145	ConnectivityPacketTracker	Landroid/net/ip/ConnectivityPacketTracker;	12798	12905	6	2
146	InterfaceController	Landroid/net/ip/InterfaceController;	12906	13163	2	10
147	IpClient.2	Landroid/net/ip/IpClient$2;	13164	13186	1	1
148	IpClient.3	Landroid/net/ip/IpClient$3;	13187	13334	3	2
149	IpClient.5	Landroid/net/ip/IpClient$5;	13335	13367	1	0
150	IpClient.Callback	Landroid/net/ip/IpClient$Callback;	13368	13429	1	13
151	IpClient.Dependencies	Landroid/net/ip/IpClient$Dependencies;	13430	13462	1	3
152	IpClient.InitialConfiguration	Landroid/net/ip/IpClient$InitialConfiguration;	13463	13859	17	3
153	IpClient.MessageHandlingLogger	Landroid/net/ip/IpClient$MessageHandlingLogger;	13860	13922	2	3
154	IpClient.ProvisioningConfiguration.Builder	Landroid/net/ip/IpClient$ProvisioningConfiguration$Builder;	13923	14079	1	15
155	IpClient.ProvisioningConfiguration	Landroid/net/ip/IpClient$ProvisioningConfiguration;	14080	14410	2	2
156	IpClient.RunningState	Landroid/net/ip/IpClient$RunningState;	14411	15105	5	3
157	IpClient.StartedState	Landroid/net/ip/IpClient$StartedState;	15106	15263	1	4
158	IpClient.StoppedState	Landroid/net/ip/IpClient$StoppedState;	15264	15393	1	2
159	IpClient.StoppingState	Landroid/net/ip/IpClient$StoppingState;	15394	15475	1	2
160	IpClient	Landroid/net/ip/IpClient;	15476	17539	85	17
161	IpNeighborMonitor.NeighborEvent	Landroid/net/ip/IpNeighborMonitor$NeighborEvent;	17540	17678	1	3
162	IpNeighborMonitor.NeighborEventConsumer	Landroid/net/ip/IpNeighborMonitor$NeighborEventConsumer;	17679	17685	0	1
163	IpReachabilityMonitor.1	Landroid/net/ip/IpReachabilityMonitor$1;	17686	17711	1	1
164	IpReachabilityMonitor.Callback	Landroid/net/ip/IpReachabilityMonitor$Callback;	17712	17718	0	1
165	IpReachabilityMonitor.Dependencies	Landroid/net/ip/IpReachabilityMonitor$Dependencies;	17719	17751	1	1
166	IpReachabilityMonitor	Landroid/net/ip/IpReachabilityMonitor;	17752	18381	12	5
167	RouterAdvertisementDaemon.1	Landroid/net/ip/RouterAdvertisementDaemon$1;	18382	18384	0	0
168	RouterAdvertisementDaemon.DeprecatedInfoTracker	Landroid/net/ip/RouterAdvertisementDaemon$DeprecatedInfoTracker;	18385	18589	5	7
169	RouterAdvertisementDaemon.MulticastTransmitter	Landroid/net/ip/RouterAdvertisementDaemon$MulticastTransmitter;	18590	18732	4	2
170	RouterAdvertisementDaemon.RaParams	Landroid/net/ip/RouterAdvertisementDaemon$RaParams;	18733	18842	3	0
171	RouterAdvertisementDaemon.UnicastResponder	Landroid/net/ip/RouterAdvertisementDaemon$UnicastResponder;	18843	18932	2	1
172	RouterAdvertisementDaemon	Landroid/net/ip/RouterAdvertisementDaemon;	18933	19836	29	3
173	VendorIpManagerCallback	Landroid/net/ip/VendorIpManagerCallback;	19837	19872	3	1
174	NetlinkConstants	Landroid/net/netlink/NetlinkConstants;	19873	20022	7	0
175	NetlinkMessage	Landroid/net/netlink/NetlinkMessage;	20023	20137	2	2
176	NetlinkSocket	Landroid/net/netlink/NetlinkSocket;	20138	20346	7	0
177	StructNdMsg	Landroid/net/netlink/StructNdMsg;	20347	20719	8	4
178	StructNdaCacheInfo	Landroid/net/netlink/StructNdaCacheInfo;	20720	20866	5	4
179	StructNfGenMsg	Landroid/net/netlink/StructNfGenMsg;	20867	20901	1	1
180	StructNlAttr	Landroid/net/netlink/StructNlAttr;	20902	21336	13	6
181	StructNlMsgErr	Landroid/net/netlink/StructNlMsgErr;	21337	21432	3	2
182	StructNlMsgHdr	Landroid/net/netlink/StructNlMsgHdr;	21433	21701	4	2
183	-..Lambda.MultinetworkPolicyTracker.0siHK6f4lHJz8hbdHbT6G4Kp-V4	Landroid/net/util/-$$Lambda$MultinetworkPolicyTracker$0siHK6f4lHJz8hbdHbT6G4Kp-V4;	21702	21726	1	1
184	-..Lambda.PacketReader.-RaxjKALPlkYUks1uxbxyNPwpGI	Landroid/net/util/-$$Lambda$PacketReader$-RaxjKALPlkYUks1uxbxyNPwpGI;	21727	21747	1	1
185	-..Lambda.PacketReader.RiHx8K3BsykombzgqtYo5whFO_U	Landroid/net/util/-$$Lambda$PacketReader$RiHx8K3BsykombzgqtYo5whFO_U;	21748	21768	1	1
186	ConnectivityPacketSummary	Landroid/net/util/ConnectivityPacketSummary;	21769	22821	19	1
187	InterfaceParams	Landroid/net/util/InterfaceParams;	22822	22940	5	1
188	InterfaceSet	Landroid/net/util/InterfaceSet;	22941	23011	1	2
189	MultinetworkPolicyTracker.1	Landroid/net/util/MultinetworkPolicyTracker$1;	23012	23033	1	1
190	MultinetworkPolicyTracker.SettingObserver	Landroid/net/util/MultinetworkPolicyTracker$SettingObserver;	23034	23086	1	2
191	MultinetworkPolicyTracker	Landroid/net/util/MultinetworkPolicyTracker;	23087	23375	6	11
192	NetdService.NetdCommand	Landroid/net/util/NetdService$NetdCommand;	23376	23382	0	1
193	NetdService	Landroid/net/util/NetdService;	23383	23487	6	0
194	NetworkConstants	Landroid/net/util/NetworkConstants;	23488	23556	6	0
195	PacketReader.1	Landroid/net/util/PacketReader$1;	23557	23590	1	1
196	PacketReader	Landroid/net/util/PacketReader;	23591	23941	13	11
197	PrefixUtils	Landroid/net/util/PrefixUtils;	23942	24074	8	0
198	SharedLog.Category	Landroid/net/util/SharedLog$Category;	24075	24139	4	0
199	SharedLog	Landroid/net/util/SharedLog;	24140	24362	6	9
200	Stopwatch	Landroid/net/util/Stopwatch;	24363	24473	1	7
201	VersionedBroadcastListener.IntentCallback	Landroid/net/util/VersionedBroadcastListener$IntentCallback;	24474	24480	0	1
202	VersionedBroadcastListener.Receiver	Landroid/net/util/VersionedBroadcastListener$Receiver;	24481	24520	1	1
203	VersionedBroadcastListener	Landroid/net/util/VersionedBroadcastListener;	24521	24601	1	2
204	AnimRes	Landroid/support/annotation/AnimRes;	24602	24604	0	0
205	AnimatorRes	Landroid/support/annotation/AnimatorRes;	24605	24607	0	0
206	AnyRes	Landroid/support/annotation/AnyRes;	24608	24610	0	0
207	AnyThread	Landroid/support/annotation/AnyThread;	24611	24613	0	0
208	ArrayRes	Landroid/support/annotation/ArrayRes;	24614	24616	0	0
209	AttrRes	Landroid/support/annotation/AttrRes;	24617	24619	0	0
210	BinderThread	Landroid/support/annotation/BinderThread;	24620	24622	0	0
211	BoolRes	Landroid/support/annotation/BoolRes;	24623	24625	0	0
212	CallSuper	Landroid/support/annotation/CallSuper;	24626	24628	0	0
213	CheckResult	Landroid/support/annotation/CheckResult;	24629	24635	0	1
214	ColorInt	Landroid/support/annotation/ColorInt;	24636	24638	0	0
215	ColorLong	Landroid/support/annotation/ColorLong;	24639	24641	0	0
216	ColorRes	Landroid/support/annotation/ColorRes;	24642	24644	0	0
217	DimenRes	Landroid/support/annotation/DimenRes;	24645	24647	0	0
218	Dimension	Landroid/support/annotation/Dimension;	24648	24654	0	1
219	DrawableRes	Landroid/support/annotation/DrawableRes;	24655	24657	0	0
220	FloatRange	Landroid/support/annotation/FloatRange;	24658	24673	0	4
221	FontRes	Landroid/support/annotation/FontRes;	24674	24676	0	0
222	FractionRes	Landroid/support/annotation/FractionRes;	24677	24679	0	0
223	GuardedBy	Landroid/support/annotation/GuardedBy;	24680	24686	0	1
224	HalfFloat	Landroid/support/annotation/HalfFloat;	24687	24689	0	0
225	IdRes	Landroid/support/annotation/IdRes;	24690	24692	0	0
226	IntDef	Landroid/support/annotation/IntDef;	24693	24702	0	2
227	IntRange	Landroid/support/annotation/IntRange;	24703	24712	0	2
228	IntegerRes	Landroid/support/annotation/IntegerRes;	24713	24715	0	0
229	InterpolatorRes	Landroid/support/annotation/InterpolatorRes;	24716	24718	0	0
230	Keep	Landroid/support/annotation/Keep;	24719	24721	0	0
231	LayoutRes	Landroid/support/annotation/LayoutRes;	24722	24724	0	0
232	LongDef	Landroid/support/annotation/LongDef;	24725	24734	0	2
233	MainThread	Landroid/support/annotation/MainThread;	24735	24737	0	0
234	MenuRes	Landroid/support/annotation/MenuRes;	24738	24740	0	0
235	NavigationRes	Landroid/support/annotation/NavigationRes;	24741	24743	0	0
236	NonNull	Landroid/support/annotation/NonNull;	24744	24746	0	0
237	Nullable	Landroid/support/annotation/Nullable;	24747	24749	0	0
238	PluralsRes	Landroid/support/annotation/PluralsRes;	24750	24752	0	0
239	Px	Landroid/support/annotation/Px;	24753	24755	0	0
240	RawRes	Landroid/support/annotation/RawRes;	24756	24758	0	0
241	RequiresApi	Landroid/support/annotation/RequiresApi;	24759	24768	0	2
242	RequiresFeature	Landroid/support/annotation/RequiresFeature;	24769	24778	0	2
243	RequiresPermission.Read	Landroid/support/annotation/RequiresPermission$Read;	24779	24785	0	1
244	RequiresPermission.Write	Landroid/support/annotation/RequiresPermission$Write;	24786	24792	0	1
245	RequiresPermission	Landroid/support/annotation/RequiresPermission;	24793	24808	0	4
246	RestrictTo.Scope	Landroid/support/annotation/RestrictTo$Scope;	24809	24878	4	0
247	RestrictTo	Landroid/support/annotation/RestrictTo;	24879	24885	0	1
248	Size	Landroid/support/annotation/Size;	24886	24901	0	4
249	StringDef	Landroid/support/annotation/StringDef;	24902	24908	0	1
250	StringRes	Landroid/support/annotation/StringRes;	24909	24911	0	0
251	StyleRes	Landroid/support/annotation/StyleRes;	24912	24914	0	0
252	StyleableRes	Landroid/support/annotation/StyleableRes;	24915	24917	0	0
253	TransitionRes	Landroid/support/annotation/TransitionRes;	24918	24920	0	0
254	UiThread	Landroid/support/annotation/UiThread;	24921	24923	0	0
255	VisibleForTesting	Landroid/support/annotation/VisibleForTesting;	24924	24930	0	1
256	WorkerThread	Landroid/support/annotation/WorkerThread;	24931	24933	0	0
257	XmlRes	Landroid/support/annotation/XmlRes;	24934	24936	0	0
258	R.attr	Landroid/support/asynclayoutinflater/R$attr;	24937	24945	1	0
259	R.bool	Landroid/support/asynclayoutinflater/R$bool;	24946	24954	1	0
260	R.color	Landroid/support/asynclayoutinflater/R$color;	24955	24963	1	0
261	R.dimen	Landroid/support/asynclayoutinflater/R$dimen;	24964	24972	1	0
262	R.drawable	Landroid/support/asynclayoutinflater/R$drawable;	24973	24981	1	0
263	R.id	Landroid/support/asynclayoutinflater/R$id;	24982	24990	1	0
264	R.integer	Landroid/support/asynclayoutinflater/R$integer;	24991	24999	1	0
265	R.layout	Landroid/support/asynclayoutinflater/R$layout;	25000	25008	1	0
266	R.menu	Landroid/support/asynclayoutinflater/R$menu;	25009	25017	1	0
267	R.mipmap	Landroid/support/asynclayoutinflater/R$mipmap;	25018	25026	1	0
268	R.plurals	Landroid/support/asynclayoutinflater/R$plurals;	25027	25035	1	0
269	R.raw	Landroid/support/asynclayoutinflater/R$raw;	25036	25044	1	0
270	R.string	Landroid/support/asynclayoutinflater/R$string;	25045	25053	1	0
271	R.style	Landroid/support/asynclayoutinflater/R$style;	25054	25062	1	0
272	R.styleable	Landroid/support/asynclayoutinflater/R$styleable;	25063	25097	2	0
273	R.xml	Landroid/support/asynclayoutinflater/R$xml;	25098	25106	1	0
274	R	Landroid/support/asynclayoutinflater/R;	25107	25115	1	0
275	R.attr	Landroid/support/compat/R$attr;	25116	25124	1	0
276	R.bool	Landroid/support/compat/R$bool;	25125	25133	1	0
277	R.color	Landroid/support/compat/R$color;	25134	25142	1	0
278	R.dimen	Landroid/support/compat/R$dimen;	25143	25151	1	0
279	R.drawable	Landroid/support/compat/R$drawable;	25152	25160	1	0
280	R.id	Landroid/support/compat/R$id;	25161	25169	1	0
281	R.integer	Landroid/support/compat/R$integer;	25170	25178	1	0
282	R.layout	Landroid/support/compat/R$layout;	25179	25187	1	0
283	R.menu	Landroid/support/compat/R$menu;	25188	25196	1	0
284	R.mipmap	Landroid/support/compat/R$mipmap;	25197	25205	1	0
285	R.plurals	Landroid/support/compat/R$plurals;	25206	25214	1	0
286	R.raw	Landroid/support/compat/R$raw;	25215	25223	1	0
287	R.string	Landroid/support/compat/R$string;	25224	25232	1	0
288	R.style	Landroid/support/compat/R$style;	25233	25241	1	0
289	R.styleable	Landroid/support/compat/R$styleable;	25242	25276	2	0
290	R.xml	Landroid/support/compat/R$xml;	25277	25285	1	0
291	R	Landroid/support/compat/R;	25286	25294	1	0
292	R.attr	Landroid/support/coordinatorlayout/R$attr;	25295	25303	1	0
293	R.bool	Landroid/support/coordinatorlayout/R$bool;	25304	25312	1	0
294	R.color	Landroid/support/coordinatorlayout/R$color;	25313	25321	1	0
295	R.dimen	Landroid/support/coordinatorlayout/R$dimen;	25322	25330	1	0
296	R.drawable	Landroid/support/coordinatorlayout/R$drawable;	25331	25339	1	0
297	R.id	Landroid/support/coordinatorlayout/R$id;	25340	25348	1	0
298	R.integer	Landroid/support/coordinatorlayout/R$integer;	25349	25357	1	0
299	R.layout	Landroid/support/coordinatorlayout/R$layout;	25358	25366	1	0
300	R.menu	Landroid/support/coordinatorlayout/R$menu;	25367	25375	1	0
301	R.mipmap	Landroid/support/coordinatorlayout/R$mipmap;	25376	25384	1	0
302	R.plurals	Landroid/support/coordinatorlayout/R$plurals;	25385	25393	1	0
