root,file,line,class,method,kind,description,excerpt
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/IntentActivityAction.java,25,IntentActivityAction,sendIntent,intent_dispatch,activity/package state dispatch,context.startActivity(intent);
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/IntentBroadcastAction.java,1,,,home_control,HOME/launcher control marker,package com.amazon.firelauncher.actions;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/IntentBroadcastAction.java,11,IntentBroadcastAction,,home_control,HOME/launcher control marker,"@Override // com.amazon.firelauncher.actions.IntentAction, com.amazon.firelauncher.actions.Action"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/IntentBroadcastAction.java,16,IntentBroadcastAction,,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.actions.IntentAction
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/IntentBroadcastAction.java,19,IntentBroadcastAction,sendIntent,broadcast_receiver,broadcast receiver or sender,context.sendBroadcast(intent);
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/IntentType.java,1,,,home_control,HOME/launcher control marker,package com.amazon.firelauncher.actions;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/ParentalControlAction.java,1,,,home_control,HOME/launcher control marker,package com.amazon.firelauncher.actions;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/ParentalControlAction.java,6,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.metrics.MetricNames;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/ParentalControlAction.java,7,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.metrics.MetricsComponent;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/ParentalControlAction.java,8,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.metrics.MetricsConfig;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/ParentalControlAction.java,17,ParentalControlAction,,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.actions.BaseMetricsAction
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/RecommendationsAction.java,1,,,home_control,HOME/launcher control marker,package com.amazon.firelauncher.actions;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/RecommendationsAction.java,6,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.LauncherUserSettings;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/RecommendationsAction.java,7,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.R;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/RecommendationsAction.java,8,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.metrics.MetricNames;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/RecommendationsAction.java,9,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.metrics.MetricsComponent;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/RecommendationsAction.java,10,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.metrics.MetricsConfig;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/RecommendationsAction.java,11,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.view.FilterInfoViewBuilder;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/RecommendationsAction.java,21,RecommendationsAction,,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.actions.BaseMetricsAction
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/SearchAction.java,1,,,home_control,HOME/launcher control marker,package com.amazon.firelauncher.actions;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/SearchAction.java,4,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.metrics.MetricNames;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/SearchAction.java,5,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.metrics.MetricsComponent;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/SearchAction.java,6,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.metrics.MetricsConfig;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/SearchAction.java,10,SearchAction,,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.actions.BaseMetricsAction
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/SearchAction.java,15,SearchAction,getMetricName,home_control,HOME/launcher control marker,"@Override // com.amazon.firelauncher.actions.BaseWeblabMetricsAction, com.amazon.firelauncher.actions.WeblabAction"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/SendFeedbackActionExecutor.java,1,,,home_control,HOME/launcher control marker,package com.amazon.firelauncher.actions;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/SendFeedbackActionExecutor.java,15,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.utils.ActionExecutorWrapper;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/SendFeedbackActionExecutor.java,73,name,Companion,home_control,HOME/launcher control marker,"/* JADX INFO: renamed from: com.amazon.firelauncher.actions.SendFeedbackActionExecutor$doExecute$1, reason: invalid class name */"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/SendFeedbackActionExecutor.java,75,name,Companion,home_control,HOME/launcher control marker,"@DebugMetadata(c = ""com.amazon.firelauncher.actions.SendFeedbackActionExecutor$doExecute$1"", f = ""SendFeedbackActionExecutor.kt"", l = {49}, m = ""invokeSuspend"")"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/SendFeedbackActionExecutor.java,125,AnonymousClass1,IllegalStateException,home_control,HOME/launcher control marker,"@Override // com.amazon.firelauncher.utils.ActionExecutorWrapper, com.amazon.firecard.view.actions.ActionExecutor"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/ServiceFromForegroundAction.java,1,,,home_control,HOME/launcher control marker,package com.amazon.firelauncher.actions;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/ServiceFromForegroundAction.java,11,ServiceFromForegroundAction,,home_control,HOME/launcher control marker,"@Override // com.amazon.firelauncher.actions.IntentAction, com.amazon.firelauncher.actions.Action"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/ServiceFromForegroundAction.java,16,ServiceFromForegroundAction,,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.actions.IntentAction
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/ServiceFromForegroundAction.java,19,ServiceFromForegroundAction,sendIntent,intent_dispatch,activity/package state dispatch,context.startService(intent);
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/ViewDownloadsAction.java,1,,,home_control,HOME/launcher control marker,package com.amazon.firelauncher.actions;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/ViewDownloadsAction.java,6,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.R;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/ViewDownloadsAction.java,7,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.metrics.MetricsComponent;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/ViewDownloadsAction.java,8,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.metrics.MetricsConfig;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/ViewDownloadsAction.java,16,ViewDownloadsAction,,home_control,HOME/launcher control marker,"public static final String LIBRARY_PATH = ""amzn://com.amazon.firelauncher/channel/library"";"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/ViewDownloadsAction.java,25,ViewDownloadsAction,super,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.actions.BaseMetricsAction
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/WeblabAction.java,1,,,home_control,HOME/launcher control marker,package com.amazon.firelauncher.actions;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/WeblabIntentAction.java,1,,,home_control,HOME/launcher control marker,package com.amazon.firelauncher.actions;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/WeblabIntentAction.java,3,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.LauncherExtras;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/actions/WeblabIntentAction.java,14,WeblabIntentAction,super,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.actions.WeblabAction
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/CacheableCardList.java,1,,,home_control,HOME/launcher control marker,package com.amazon.firelauncher.adapter;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/CacheableCardList.java,3,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.templatedatasources.LauncherCard;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/CacheableCardList.java,4,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.templatedatasources.ReadableDataset;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/CacheableCardList.java,5,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.templatedatasources.SwapableDataset;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/CacheableCardList.java,20,CacheableCardList,CacheableCardList,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.templatedatasources.ReadableDataset
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/CacheableCardList.java,25,CacheableCardList,getItem,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.templatedatasources.ReadableDataset
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/CacheableCardList.java,30,CacheableCardList,getItems,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.templatedatasources.ReadableDataset
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/CacheableCardList.java,35,CacheableCardList,getCount,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.templatedatasources.SwapableDataset
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/CardListDiffCallback.java,1,,,home_control,HOME/launcher control marker,package com.amazon.firelauncher.adapter;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/CardListDiffCallback.java,4,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.templatedatasources.LauncherCard;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,1,,,home_control,HOME/launcher control marker,package com.amazon.firelauncher.adapter;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,3,,,broadcast_receiver,broadcast receiver or sender,import android.content.BroadcastReceiver;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,8,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.OnVisibilityChangedListener;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,9,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.cardlist.CardListAdapter;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,10,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.debugsettings.DebugSetting;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,11,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.view.BaseFixedViewAdapter;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,12,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.view.ErrorInfoViewBuilder;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,13,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.view.FeatureRotatorBinder;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,14,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.view.FilterInfoViewBuilder;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,15,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.view.FixedViewAdapter;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,28,TabContentFixedViewAdapter,,broadcast_receiver,broadcast receiver or sender,private BroadcastReceiver debugSettingReceiver;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,63,TabContentFixedViewAdapter,super,home_control,HOME/launcher control marker,"addFixedView(FEATURE_ROTATOR_VIEW_ID, featureRotatorBinder, new FixedViewAdapter.FixedPosition() { // from class: com.amazon.firelauncher.adapter.-$$Lambda$TabContentFixedViewAdapter$FEFjJAcpRbnxesnA2LmKn5h9Cro"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,64,TabContentFixedViewAdapter,super,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.view.FixedViewAdapter.FixedPosition
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,69,TabContentFixedViewAdapter,getPosition,home_control,HOME/launcher control marker,"addFixedView(FILTER_VIEW_ID, filterInfoViewBuilder, new FixedViewAdapter.FixedPosition() { // from class: com.amazon.firelauncher.adapter.-$$Lambda$TabContentFixedViewAdapter$fQ1xqXkpZvuguloaq6G-AJQ5rCU"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,70,TabContentFixedViewAdapter,getPosition,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.view.FixedViewAdapter.FixedPosition
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,75,TabContentFixedViewAdapter,getPosition,home_control,HOME/launcher control marker,"addFixedView(ERROR_VIEW_ID, errorInfoViewBuilder, new FixedViewAdapter.FixedPosition() { // from class: com.amazon.firelauncher.adapter.-$$Lambda$TabContentFixedViewAdapter$YbD23yjMcJZ62BZup7DVHrhILTw"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,76,TabContentFixedViewAdapter,getPosition,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.view.FixedViewAdapter.FixedPosition
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,96,Companion,Companion,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.OnVisibilityChangedListener
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,119,Companion,initFeatureRotatorDisplaySettings,broadcast_receiver,broadcast receiver or sender,BroadcastReceiver broadcastReceiver = new BroadcastReceiver() { // from class: com.amazon.firelauncher.adapter.TabContentFixedViewAdapter.initFeatureRotatorDisplaySettings.1
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,119,Companion,initFeatureRotatorDisplaySettings,home_control,HOME/launcher control marker,BroadcastReceiver broadcastReceiver = new BroadcastReceiver() { // from class: com.amazon.firelauncher.adapter.TabContentFixedViewAdapter.initFeatureRotatorDisplaySettings.1
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,120,Companion,initFeatureRotatorDisplaySettings,broadcast_receiver,broadcast receiver or sender,@Override // android.content.BroadcastReceiver
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,121,Companion,onReceive,broadcast_receiver,broadcast receiver or sender,"public void onReceive(Context context, Intent intent) {"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,127,Companion,onReceive,broadcast_receiver,broadcast receiver or sender,this.debugSettingReceiver = broadcastReceiver;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,128,Companion,onReceive,broadcast_receiver,broadcast receiver or sender,"DebugSetting.FEATURE_ROTATOR_ENABLED.registerReceiver(this.context, broadcastReceiver);"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,159,Companion,hideView,home_control,HOME/launcher control marker,"@Override // com.amazon.firelauncher.view.BaseFixedViewAdapter, com.amazon.firelauncher.view.UnbindingAdapter"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,163,Companion,tearDown,broadcast_receiver,broadcast receiver or sender,BroadcastReceiver broadcastReceiver = this.debugSettingReceiver;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,164,Companion,tearDown,broadcast_receiver,broadcast receiver or sender,if (broadcastReceiver != null) {
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/adapter/TabContentFixedViewAdapter.java,165,Companion,tearDown,broadcast_receiver,broadcast receiver or sender,"DebugSetting.FEATURE_ROTATOR_ENABLED.unregisterReceiver(this.context, broadcastReceiver);"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,1,,,home_control,HOME/launcher control marker,package com.amazon.firelauncher.ads;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,11,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.metrics.viewability.Event;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,12,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.metrics.viewability.ImpressionTracker;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,13,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.templatedatasources.DataSource;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,14,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.templatedatasources.LauncherCard;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,15,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.utils.Debouncer;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,16,,,home_control,HOME/launcher control marker,import com.amazon.firelauncher.utils.Utils;
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,54,MetricInfoTraverser,AdImpressionHistory,home_control,HOME/launcher control marker,ImpressionTracker.ImpressionListener impressionListener = new ImpressionTracker.ImpressionListener() { // from class: com.amazon.firelauncher.ads.AdImpressionHistory.1
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,55,MetricInfoTraverser,AdImpressionHistory,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.metrics.viewability.ImpressionTracker.ImpressionListener
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,58,MetricInfoTraverser,onImpression,home_control,HOME/launcher control marker,AdImpressionHistory.this.executor.debounce(new Runnable() { // from class: com.amazon.firelauncher.ads.AdImpressionHistory.1.1
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,74,MetricInfoTraverser,run,home_control,HOME/launcher control marker,DataSource.DataSourceListener<LauncherCard> dataSourceListener = new DataSource.DataSourceListener<LauncherCard>() { // from class: com.amazon.firelauncher.ads.AdImpressionHistory.2
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,75,MetricInfoTraverser,run,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.templatedatasources.DataSource.DataSourceListener
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,80,MetricInfoTraverser,onReloaded,home_control,HOME/launcher control marker,"traverseMetricInfos(it.next(), new MetricInfoTraverser() { // from class: com.amazon.firelauncher.ads.AdImpressionHistory.2.1"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,81,MetricInfoTraverser,onReloaded,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.ads.AdImpressionHistory.MetricInfoTraverser
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,97,MetricInfoTraverser,traverse,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.templatedatasources.DataSource.DataSourceListener
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,99,MetricInfoTraverser,onAdded,home_control,HOME/launcher control marker,"traverseMetricInfos(card, new MetricInfoTraverser() { // from class: com.amazon.firelauncher.ads.AdImpressionHistory.2.2"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,100,MetricInfoTraverser,onAdded,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.ads.AdImpressionHistory.MetricInfoTraverser
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,110,MetricInfoTraverser,traverse,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.templatedatasources.DataSource.DataSourceListener
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,112,MetricInfoTraverser,onRemoved,home_control,HOME/launcher control marker,"traverseMetricInfos(oldCard, new MetricInfoTraverser() { // from class: com.amazon.firelauncher.ads.AdImpressionHistory.2.3"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,113,MetricInfoTraverser,onRemoved,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.ads.AdImpressionHistory.MetricInfoTraverser
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,124,MetricInfoTraverser,traverse,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.templatedatasources.DataSource.DataSourceListener
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,127,MetricInfoTraverser,onUpdated,home_control,HOME/launcher control marker,"traverseMetricInfos(oldCard, new MetricInfoTraverser() { // from class: com.amazon.firelauncher.ads.AdImpressionHistory.2.4"
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,128,MetricInfoTraverser,onUpdated,home_control,HOME/launcher control marker,@Override // com.amazon.firelauncher.ads.AdImpressionHistory.MetricInfoTraverser
decompiled/jadx/firelauncher/sources/com/amazon,decompiled/jadx/firelauncher/sources/com/amazon/firelauncher/ads/AdImpressionHistory.java,133,MetricInfoTraverser,traverse,home_control,HOME/launcher control marker,"traverseMetricInfos(newCard, new MetricInfoTraverser() { // from class: com.amazon.firelauncher.ads.AdImpressionHistory.2.5"
