source_scope,relative_path,line,surface_markers,function_guess,has_usercopy_in_file,has_caller_gate_in_file,has_write_path_in_file,runtime_status,snippet
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/block/partition-generic.c,170,sysfs_or_store,,no,no,no,SOURCE_ONLY,"static DEVICE_ATTR(partition, S_IRUGO, part_partition_show, NULL);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/block/partition-generic.c,171,sysfs_or_store,,no,no,no,SOURCE_ONLY,"static DEVICE_ATTR(start, S_IRUGO, part_start_show, NULL);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/block/partition-generic.c,172,sysfs_or_store,,no,no,no,SOURCE_ONLY,"static DEVICE_ATTR(size, S_IRUGO, part_size_show, NULL);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/block/partition-generic.c,173,sysfs_or_store,,no,no,no,SOURCE_ONLY,"static DEVICE_ATTR(ro, S_IRUGO, part_ro_show, NULL);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/block/partition-generic.c,174,sysfs_or_store,,no,no,no,SOURCE_ONLY,"static DEVICE_ATTR(alignment_offset, S_IRUGO, part_alignment_offset_show, NULL);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/block/partition-generic.c,175,sysfs_or_store,,no,no,no,SOURCE_ONLY,"static DEVICE_ATTR(discard_alignment, S_IRUGO, part_discard_alignment_show,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/block/partition-generic.c,177,sysfs_or_store,,no,no,no,SOURCE_ONLY,"static DEVICE_ATTR(stat, S_IRUGO, part_stat_show, NULL);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/block/partition-generic.c,178,sysfs_or_store,,no,no,no,SOURCE_ONLY,"static DEVICE_ATTR(inflight, S_IRUGO, part_inflight_show, NULL);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/block/partition-generic.c,277,sysfs_or_store,delete_partition,no,no,no,SOURCE_ONLY,"static DEVICE_ATTR(whole_disk, S_IRUSR | S_IRGRP | S_IROTH,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/mem.c,152,usercopy,,yes,yes,yes,SOURCE_ONLY,"remaining = copy_to_user(buf, ptr, sz);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/mem.c,221,usercopy,,yes,yes,yes,SOURCE_ONLY,"copied = copy_from_user(ptr, buf, sz);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/mem.c,439,usercopy,,yes,yes,yes,SOURCE_ONLY,"if (copy_to_user(buf, kbuf, sz))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/mem.c,462,usercopy,,yes,yes,yes,SOURCE_ONLY,"if (copy_to_user(buf, kbuf, sz)) {"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/mem.c,509,usercopy,,yes,yes,yes,SOURCE_ONLY,"copied = copy_from_user(ptr, buf, sz);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/mem.c,561,usercopy,,yes,yes,yes,SOURCE_ONLY,"n = copy_from_user(kbuf, buf, sz);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/mem.c,738,capability_check,open_port,yes,yes,yes,SOURCE_ONLY,return capable(CAP_SYS_RAWIO) ? 0 : -EPERM;
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/mem.c,751,write_handler,open_port,yes,yes,yes,SOURCE_ONLY,".write = write_mem,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/mem.c,763,write_handler,open_port,yes,yes,yes,SOURCE_ONLY,".write = write_kmem,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/mem.c,775,write_handler,open_port,yes,yes,yes,SOURCE_ONLY,".write = write_null,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/mem.c,784,write_handler,,yes,yes,yes,SOURCE_ONLY,".write = write_port,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/mem.c,790,write_handler,,yes,yes,yes,SOURCE_ONLY,".write = write_zero,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/mem.c,802,write_handler,,yes,yes,yes,SOURCE_ONLY,".write = write_full,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/mem.c,888,device_create,chr_dev_init,yes,yes,yes,SOURCE_ONLY,"device_create(mem_class, NULL, MKDEV(MEM_MAJOR, minor),"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/misc.c,185,misc_register,misc_register,no,no,no,SOURCE_ONLY,int misc_register(struct miscdevice * misc)
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/misc.c,246,misc_register,,no,no,no,SOURCE_ONLY,* successfully registered with misc_register().
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/misc.c,283,procfs,misc_init,no,no,no,SOURCE_ONLY,"ret = proc_create(""misc"", 0, NULL, &misc_proc_fops);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/random.c,1237,usercopy,,yes,yes,yes,SOURCE_ONLY,"if (copy_to_user(buf, tmp, i)) {"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/random.c,1512,usercopy,,yes,yes,yes,SOURCE_ONLY,"if (copy_from_user(&buf, p, bytes))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/random.c,1556,usercopy,random_ioctl,yes,yes,yes,SOURCE_ONLY,"if (put_user(ent_count, p))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/random.c,1560,capability_check,random_ioctl,yes,yes,yes,SOURCE_ONLY,if (!capable(CAP_SYS_ADMIN))
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/random.c,1562,usercopy,random_ioctl,yes,yes,yes,SOURCE_ONLY,"if (get_user(ent_count, p))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/random.c,1566,capability_check,random_ioctl,yes,yes,yes,SOURCE_ONLY,if (!capable(CAP_SYS_ADMIN))
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/random.c,1568,usercopy,random_ioctl,yes,yes,yes,SOURCE_ONLY,"if (get_user(ent_count, p++))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/random.c,1572,usercopy,random_ioctl,yes,yes,yes,SOURCE_ONLY,"if (get_user(size, p++))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/random.c,1585,capability_check,random_ioctl,yes,yes,yes,SOURCE_ONLY,if (!capable(CAP_SYS_ADMIN))
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/random.c,1603,write_handler,random_fasync,yes,yes,yes,SOURCE_ONLY,".write = random_write,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/random.c,1605,ioctl_entry;write_handler,random_fasync,yes,yes,yes,SOURCE_ONLY,".unlocked_ioctl = random_ioctl,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/random.c,1612,write_handler,random_fasync,yes,yes,yes,SOURCE_ONLY,".write = random_write,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/random.c,1613,ioctl_entry;write_handler,random_fasync,yes,yes,yes,SOURCE_ONLY,".unlocked_ioctl = random_ioctl,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/core.c,410,sysfs_or_store,,no,no,no,SOURCE_ONLY,static DEVICE_ATTR_RO(type);
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/core.c,434,sysfs_or_store,,no,no,no,SOURCE_ONLY,static DEVICE_ATTR_RO(reliable_wr_cnt);
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,517,usercopy,emmc_rpmb_req_set_key,yes,no,yes,SOURCE_ONLY,"if (copy_from_user(user_key, key, RPMB_SZ_MAC))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,822,usercopy,rpmb_req_ioctl_write_data,yes,no,yes,SOURCE_ONLY,"if (get_user(user_param_data, param->data))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,825,usercopy,rpmb_req_ioctl_write_data,yes,no,yes,SOURCE_ONLY,"if (get_user(user_param_data, param->key))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,1027,usercopy,rpmb_req_ioctl_read_data,yes,no,yes,SOURCE_ONLY,"if (get_user(user_param_data, param->data))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,1030,usercopy,rpmb_req_ioctl_read_data,yes,no,yes,SOURCE_ONLY,"if (get_user(user_param_data, param->key))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,1292,usercopy,rpmb_req_ioctl_write_data,yes,no,yes,SOURCE_ONLY,"if (get_user(user_param_data, param->data))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,1295,usercopy,rpmb_req_ioctl_write_data,yes,no,yes,SOURCE_ONLY,"if (get_user(user_param_data, param->key))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,1554,usercopy,rpmb_req_ioctl_read_data,yes,no,yes,SOURCE_ONLY,"if (get_user(user_param_data, param->data))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,1557,usercopy,rpmb_req_ioctl_read_data,yes,no,yes,SOURCE_ONLY,"if (get_user(user_param_data, param->key))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2377,usercopy,rpmb_ioctl,yes,no,yes,SOURCE_ONLY,"err = copy_from_user(&param, (void *)arg, sizeof(param));"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2391,usercopy,rpmb_ioctl,yes,no,yes,SOURCE_ONLY,"err = copy_from_user(&rpmb_size, (void *)arg, 4);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2401,usercopy,rpmb_ioctl,yes,no,yes,SOURCE_ONLY,"err = copy_from_user(rpmb_buffer, (void *)arg, 4 + rpmbinfor.size);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2434,usercopy,,yes,no,yes,SOURCE_ONLY,"err = copy_to_user((void *)arg, &param, sizeof(param));"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2466,usercopy,,yes,no,yes,SOURCE_ONLY,"err = copy_to_user((void *)arg, rpmb_buffer, 4 + rpmbinfor.size);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2486,usercopy,,yes,no,yes,SOURCE_ONLY,"err = copy_to_user((void *)arg, rpmb_buffer, 4 + rpmbinfor.size);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2505,usercopy,,yes,no,yes,SOURCE_ONLY,"err = copy_to_user((void *)arg, &arg_k, sizeof(u32));"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2523,usercopy,,yes,no,yes,SOURCE_ONLY,"err = copy_to_user((void *)arg, &arg_k, sizeof(u32));"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2560,usercopy,rpmb_ioctl,yes,no,yes,SOURCE_ONLY,"err = copy_from_user(&param, (void *)arg, sizeof(param));"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2573,usercopy,rpmb_ioctl,yes,no,yes,SOURCE_ONLY,"err = copy_from_user(&rpmb_size, (void *)arg, 4);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2582,usercopy,rpmb_ioctl,yes,no,yes,SOURCE_ONLY,"err = copy_from_user(rpmb_buffer, (void *)arg, 4 + rpmbinfor.size);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2612,usercopy,,yes,no,yes,SOURCE_ONLY,"err = copy_to_user((void *)arg, &param, sizeof(param));"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2640,usercopy,,yes,no,yes,SOURCE_ONLY,"ret = copy_to_user((void *)arg, rpmb_buffer, 4 + rpmbinfor.size);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2657,usercopy,,yes,no,yes,SOURCE_ONLY,"ret = copy_to_user((void *)arg, rpmb_buffer, 4 + rpmbinfor.size);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2666,usercopy,,yes,no,yes,SOURCE_ONLY,"if (get_user(user_arg, arg_p))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2676,usercopy,,yes,no,yes,SOURCE_ONLY,"ret = copy_to_user((void *)arg, &arg_k, sizeof(u32));"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2687,usercopy,,yes,no,yes,SOURCE_ONLY,"if (get_user(user_arg, arg_p))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2697,usercopy,,yes,no,yes,SOURCE_ONLY,"ret = copy_to_user((void *)arg, &arg_k, sizeof(u32));"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2736,ioctl_entry;write_handler,rpmb_close,yes,no,yes,SOURCE_ONLY,".unlocked_ioctl = rpmb_ioctl,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2737,write_handler,rpmb_close,yes,no,yes,SOURCE_ONLY,".write = NULL,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2776,device_create,rpmb_init,yes,no,yes,SOURCE_ONLY,"device = device_create(mtk_rpmb_class, NULL, MKDEV(major, 0), NULL,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,674,usercopy,evdev_poll,yes,no,yes,SOURCE_ONLY,"if (copy_to_user((compat_long_t __user *) p + i,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,684,usercopy,,yes,no,yes,SOURCE_ONLY,"if (copy_to_user(p, bits, len))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,705,usercopy,,yes,no,yes,SOURCE_ONLY,if (copy_from_user((compat_long_t *) bits +
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,721,usercopy,,yes,no,yes,SOURCE_ONLY,"if (copy_from_user(bits, p, len))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,740,usercopy,,yes,no,yes,SOURCE_ONLY,"return copy_to_user(p, bits, len) ? -EFAULT : len;"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,757,usercopy,,yes,no,yes,SOURCE_ONLY,"return copy_from_user(bits, p, len) ? -EFAULT : len;"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,772,usercopy,,yes,no,yes,SOURCE_ONLY,"return copy_to_user(p, bits, len) ? -EFAULT : len;"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,787,usercopy,,yes,no,yes,SOURCE_ONLY,"return copy_from_user(bits, p, len) ? -EFAULT : len;"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,803,usercopy,str_to_user,yes,no,yes,SOURCE_ONLY,"return copy_to_user(p, str, len) ? -EFAULT : len;"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,840,usercopy,evdev_handle_get_keycode,yes,no,yes,SOURCE_ONLY,"if (copy_from_user(ke.scancode, p, sizeof(unsigned int)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,847,usercopy,evdev_handle_get_keycode,yes,no,yes,SOURCE_ONLY,"if (put_user(ke.keycode, ip + 1))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,858,usercopy,evdev_handle_get_keycode_v2,yes,no,yes,SOURCE_ONLY,"if (copy_from_user(&ke, p, sizeof(ke)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,865,usercopy,evdev_handle_get_keycode_v2,yes,no,yes,SOURCE_ONLY,"if (copy_to_user(p, &ke, sizeof(ke)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,879,usercopy,evdev_handle_set_keycode,yes,no,yes,SOURCE_ONLY,"if (copy_from_user(ke.scancode, p, sizeof(unsigned int)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,882,usercopy,evdev_handle_set_keycode,yes,no,yes,SOURCE_ONLY,"if (get_user(ke.keycode, ip + 1))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,892,usercopy,evdev_handle_set_keycode_v2,yes,no,yes,SOURCE_ONLY,"if (copy_from_user(&ke, p, sizeof(ke)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,958,usercopy,,yes,no,yes,SOURCE_ONLY,"if (get_user(code, &ip[0]))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,966,usercopy,,yes,no,yes,SOURCE_ONLY,"if (put_user(value, &ip[1 + i]))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1047,usercopy,,yes,no,yes,SOURCE_ONLY,"if (put_user(0xffU, (u8 __user *)codes + i))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1077,usercopy,,yes,no,yes,SOURCE_ONLY,"return put_user(EV_VERSION, ip);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1080,usercopy,,yes,no,yes,SOURCE_ONLY,"if (copy_to_user(p, &dev->id, sizeof(struct input_id)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1087,usercopy,,yes,no,yes,SOURCE_ONLY,"if (put_user(dev->rep[REP_DELAY], ip))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1089,usercopy,,yes,no,yes,SOURCE_ONLY,"if (put_user(dev->rep[REP_PERIOD], ip + 1))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1096,usercopy,,yes,no,yes,SOURCE_ONLY,"if (get_user(u, ip))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1098,usercopy,,yes,no,yes,SOURCE_ONLY,"if (get_user(v, ip + 1))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1112,usercopy,,yes,no,yes,SOURCE_ONLY,"if (put_user(i, ip))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1131,usercopy,,yes,no,yes,SOURCE_ONLY,"if (copy_from_user(&mask, p, sizeof(mask)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1143,usercopy,,yes,no,yes,SOURCE_ONLY,"if (copy_from_user(&mask, p, sizeof(mask)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1153,usercopy,,yes,no,yes,SOURCE_ONLY,"if (copy_from_user(&i, p, sizeof(unsigned int)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1217,usercopy,,yes,no,yes,SOURCE_ONLY,"if (put_user(effect.id, &(((struct ff_effect __user *)p)->id)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1242,usercopy,,yes,no,yes,SOURCE_ONLY,"if (copy_to_user(p, &abs, min_t(size_t,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1259,usercopy,,yes,no,yes,SOURCE_ONLY,"if (copy_from_user(&abs, p, min_t(size_t,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1325,write_handler,evdev_ioctl,yes,no,yes,SOURCE_ONLY,".write = evdev_write,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1329,ioctl_entry;write_handler,evdev_ioctl,yes,no,yes,SOURCE_ONLY,".unlocked_ioctl = evdev_ioctl,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/evdev.c,1331,ioctl_entry;write_handler,evdev_ioctl,yes,no,yes,SOURCE_ONLY,".compat_ioctl = evdev_ioctl_compat,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input-compat.c,23,usercopy,,yes,no,no,SOURCE_ONLY,"if (copy_from_user(&compat_event, buffer,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input-compat.c,34,usercopy,,yes,no,no,SOURCE_ONLY,"if (copy_from_user(event, buffer, sizeof(struct input_event)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input-compat.c,53,usercopy,,yes,no,no,SOURCE_ONLY,"if (copy_to_user(buffer, &compat_event,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input-compat.c,58,usercopy,,yes,no,no,SOURCE_ONLY,"if (copy_to_user(buffer, event, sizeof(struct input_event)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input-compat.c,81,usercopy,,yes,no,no,SOURCE_ONLY,"if (copy_from_user(compat_effect, buffer,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input-compat.c,93,usercopy,,yes,no,no,SOURCE_ONLY,"if (copy_from_user(effect, buffer, sizeof(struct ff_effect)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input-compat.c,105,usercopy,,yes,no,no,SOURCE_ONLY,"if (copy_from_user(event, buffer, sizeof(struct input_event)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input-compat.c,114,usercopy,,yes,no,no,SOURCE_ONLY,"if (copy_to_user(buffer, event, sizeof(struct input_event)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input-compat.c,126,usercopy,,yes,no,no,SOURCE_ONLY,"if (copy_from_user(effect, buffer, sizeof(struct ff_effect)))"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input.c,1278,procfs,input_proc_init,no,yes,no,SOURCE_ONLY,"entry = proc_create(""devices"", 0, proc_bus_input_dir,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input.c,1283,procfs,input_proc_init,no,yes,no,SOURCE_ONLY,"entry = proc_create(""handlers"", 0, proc_bus_input_dir,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input.c,1318,sysfs_or_store,DEVICE_ATTR,no,yes,no,SOURCE_ONLY,"static DEVICE_ATTR(name, S_IRUGO, input_dev_show_##name, NULL)"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input.c,1383,sysfs_or_store,,no,yes,no,SOURCE_ONLY,"static DEVICE_ATTR(modalias, S_IRUGO, input_dev_show_modalias, NULL);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input.c,1397,sysfs_or_store,,no,yes,no,SOURCE_ONLY,"static DEVICE_ATTR(properties, S_IRUGO, input_dev_show_properties, NULL);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input.c,1420,sysfs_or_store,DEVICE_ATTR,no,yes,no,SOURCE_ONLY,"static DEVICE_ATTR(name, S_IRUGO, input_dev_show_id_##name, NULL)"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/input.c,1480,sysfs_or_store,DEVICE_ATTR,no,yes,no,SOURCE_ONLY,"static DEVICE_ATTR(bm, S_IRUGO, input_dev_show_cap_##bm, NULL)"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/joystick/xpad.c,104,module_param,,no,no,no,SOURCE_ONLY,"module_param(dpad_to_buttons, bool, S_IRUGO);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/joystick/xpad.c,108,module_param,,no,no,no,SOURCE_ONLY,"module_param(triggers_to_buttons, bool, S_IRUGO);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/joystick/xpad.c,112,module_param,,no,no,no,SOURCE_ONLY,"module_param(sticks_to_null, bool, S_IRUGO);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/keyboard/mediatek/kpd.c,805,ioctl_entry;write_handler,kpd_dev_open,no,no,yes,SOURCE_ONLY,".unlocked_ioctl = kpd_dev_ioctl,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/keyboard/mediatek/kpd.c,957,misc_register,,no,no,yes,SOURCE_ONLY,r = misc_register(&kpd_dev);
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/keyboard/mediatek/kpd.c,1121,debugfs,kpd_mod_init,no,no,yes,SOURCE_ONLY,"kpd_droot = debugfs_create_dir(""keypad"", NULL);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/keyboard/mediatek/kpd.c,1126,debugfs,kpd_mod_init,no,no,yes,SOURCE_ONLY,"kpd_dklog = debugfs_create_u32(""debug"", 0600, kpd_droot, &kpd_klog_en);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/keyboard/mediatek/kpd.c,1139,module_param,kpd_mod_exit,no,no,yes,SOURCE_ONLY,"module_param(kpd_show_hw_keycode, int, 0644);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/keyboard/mediatek/kpd.c,1140,module_param,kpd_mod_exit,no,no,yes,SOURCE_ONLY,"module_param(kpd_show_register, int, 0644);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/misc/hall/hallsensor.c,92,procfs,create_hall_proc_file,no,yes,no,SOURCE_ONLY,"entry = proc_create_data(HALL_PROC_FILE, 0644, NULL, &proc_fops, priv);"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/misc/uinput.c,605,usercopy,uinput_release,yes,no,yes,SOURCE_ONLY,"if (copy_to_user(buffer, &ff_up_compat,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/misc/uinput.c,609,usercopy,uinput_release,yes,no,yes,SOURCE_ONLY,"if (copy_to_user(buffer, ff_up,"
mt8183-kernel,platform/kernel/mediatek/mt8183/4.4/drivers/input/misc/uinput.c,623,usercopy,,yes,no,yes,SOURCE_ONLY,"if (copy_from_user(&ff_up_compat, buffer,"
