source_scope,source_path,source_sha256,kconfig,registration_or_fops,user_copy,local_gate,control_channel,secure_or_trusted_marker,uevent_or_netlink_marker,framework_sink,launcher_sink,runtime_reachability,evidence_class,representative_locations
drivers/misc/mediatek,drivers/misc/mediatek/accdet/accdet_drv.c,f1ef258560f9c076bcb1f28cd807d3d496b569151a719f608c348f93f0a4579e,drivers/misc/mediatek/accdet/Kconfig,"ioctl_entry,device_registration",0,not-observed,ioctl-or-user-copy,no,no,none-observed,none-observed,not-derived-from-source,source-surface-only,ioctl_entry:51:<file-scope>; device_registration:143:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/accdet/mt8183/accdet.c,ceb891f3747fb6b2d61a6c15073fd74392069a70ccc4d2ee31c0fdceeba2c6a1,drivers/misc/mediatek/accdet/Kconfig,device_registration,0,not-observed,proc-sysfs-device-registration,no,no,none-observed,none-observed,not-derived-from-source,source-surface-only,property_or_boot_state:2164:<file-scope>; property_or_boot_state:2166:<file-scope>; device_registration:2691:<file-scope>; device_registration:2698:<file-scope>; device_registration:2703:<file-scope>; device_registration:2705:<file-scope>; property_or_boot_state:2815:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/accdet/mt8183/accdet.h,5115421117b40ebf4843dfa98572f9e3e1d5dcc01a35c4a05c70f764bbad2078,drivers/misc/mediatek/accdet/Kconfig,ioctl_entry,0,not-observed,ioctl-or-user-copy,no,no,none-observed,none-observed,not-derived-from-source,source-surface-only,ioctl_entry:54:<file-scope>; ioctl_entry:55:<file-scope>; ioctl_entry:56:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/accdet/mt8183/reg_accdet.h,7be96a7e5064d64f6b51c2ad21fd3ae4f989f6950f0f0415b4f0ab0036aef873,drivers/misc/mediatek/accdet/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/aee/aed/aed-main.c,0829c23bf4ad585b4bb6cdf9e07f2c7f318c6e117b5027b652ac11d6f5918700,drivers/misc/mediatek/aee/Kconfig,"ioctl_entry,proc_sysfs_debugfs_registration,device_registration",11,not-observed,secure-world-marker,yes,no,none-observed,none-observed,not-derived-from-source,source-surface-only,user_copy:288:<file-scope>; user_copy:1048:<file-scope>; user_copy:1265:<file-scope>; user_copy:1348:<file-scope>; user_copy:1367:<file-scope>; user_copy:1394:<file-scope>; user_copy:1448:<file-scope>; ioctl_entry:1466:<file-scope>; ioctl_entry:1508:<file-scope>; ioctl_entry:1534:<file-scope>; user_copy:1536:<file-scope>; ioctl_entry:1573:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/aee/aed/aed.h,5df26d9b4cc6c9d15189e1e13f37f9e26bb2709f8a52f936aacf20a470f9a313,drivers/misc/mediatek/aee/Kconfig,"ioctl_entry,proc_sysfs_debugfs_registration",0,not-observed,ioctl-or-user-copy,no,no,none-observed,none-observed,not-derived-from-source,source-surface-only,ioctl_entry:163:<file-scope>; ioctl_entry:164:<file-scope>; ioctl_entry:165:<file-scope>; ioctl_entry:166:<file-scope>; ioctl_entry:167:<file-scope>; ioctl_entry:168:<file-scope>; ioctl_entry:169:<file-scope>; ioctl_entry:170:<file-scope>; ioctl_entry:171:<file-scope>; ioctl_entry:173:<file-scope>; ioctl_entry:175:<file-scope>; ioctl_entry:176:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/aee/aed/monitor_hang.c,a60c77e77819c5e5cca411560c30404f0c269abbdb64767e6aad0836ea01dc5b,drivers/misc/mediatek/aee/Kconfig,"ioctl_entry,proc_sysfs_debugfs_registration,device_registration",3,observed,ioctl-or-user-copy,no,no,none-observed,none-observed,not-derived-from-source,source-surface-only,user_copy:145:<file-scope>; ioctl_entry:249:<file-scope>; user_copy:264:<file-scope>; user_copy:268:<file-scope>; local_gate:277:<file-scope>; ioctl_entry:314:<file-scope>; ioctl_entry:316:<file-scope>; device_registration:344:<file-scope>; proc_sysfs_debugfs_registration:353:<file-scope>; ioctl_entry:1724:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/aee/common/aee-common.c,2559715488f8386ac077d01435f863a734f127415c88ba1eabe3f6cf98dbfd68,drivers/misc/mediatek/aee/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/aee/common/aee-common.h,73d22c95ac912743f44df3faa2f8cb839e2ac5c95a09840a7c94e521bf433efc,drivers/misc/mediatek/aee/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/aee/common/dummy.c,21cd09ed2d5b4296006287d12e009acf0bfd203322fe3d809b816ba046f04063,drivers/misc/mediatek/aee/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/aee/common/reboot-reason.c,7058f98f09aa5a077351b78f5f84a72dc48e6dd5235d111bed0e7cdf8a906635,drivers/misc/mediatek/aee/Kconfig,proc_sysfs_debugfs_registration,0,not-observed,proc-sysfs-device-registration,no,no,none-observed,none-observed,not-derived-from-source,source-surface-only,property_or_boot_state:16:<file-scope>; proc_sysfs_debugfs_registration:87:<file-scope>; property_or_boot_state:108:<file-scope>; proc_sysfs_debugfs_registration:155:<file-scope>; property_or_boot_state:167:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/aee/common/wdt-atf.c,1484dd882cab0110777975c66b355739cd48279d2812dd73840e1dbcbd951b11,drivers/misc/mediatek/aee/Kconfig,,0,not-observed,secure-world-marker,yes,no,none-observed,none-observed,not-derived-from-source,support-code-only,secure_world:696:<file-scope>; secure_world:700:<file-scope>; secure_world:704:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/aee/ipanic/ipanic.h,080225cd2621c6e648fe9157d25970780a4b9ca5af0869221c41b5367df48d90,drivers/misc/mediatek/aee/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/aee/ipanic/ipanic_rom.c,bcb1a95939683502b6db74b55093372e0d240c6c9c45e4a4ec2debe60072f400,drivers/misc/mediatek/aee/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/aee/mrdump/mrdump_arm64.c,f8c7bcd728d4d766009c5f2297b0b7cd4ec5fd759192dcd8957d431ba8f5a3c6,drivers/misc/mediatek/aee/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/aee/mrdump/mrdump_control.c,4fbc80cd80c96debbcae204887666bf937307d28c5ce988d113e694610345df7,drivers/misc/mediatek/aee/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/aee/mrdump/mrdump_full.c,7f84d4452b80f776e66e7e4ddc0b1c2e18df817201f37fc0d1957ff9ef2a606e,drivers/misc/mediatek/aee/Kconfig,proc_sysfs_debugfs_registration,0,not-observed,proc-sysfs-device-registration,no,no,none-observed,none-observed,not-derived-from-source,source-surface-only,proc_sysfs_debugfs_registration:393:<file-scope>; property_or_boot_state:394:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/aee/mrdump/mrdump_hw.c,81999597b6a919ffcf137400bea10192748331f3b923a7ad1e02b383d64b41ee,drivers/misc/mediatek/aee/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/aee/mrdump/mrdump_key_setup.c,4cd2ad205d5a9a2501e2b639cd2d3da96174d75685fdba5945ebd2452fe62e80,drivers/misc/mediatek/aee/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/aee/mrdump/mrdump_mini.c,67095458f5bf7fce4e03767c487e1d72368eb7547faab4731f38ff11775e9bfc,drivers/misc/mediatek/aee/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/aee/mrdump/mrdump_mini.h,57e3f34df74e5f32e3bd7a985845ad972a2ab5cb3e871ff9ed284f1461cfb31c,drivers/misc/mediatek/aee/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/aee/mrdump/mrdump_mini_extra_misc.h,0a95bbe1bf34aabcd29a4e69352432ec0568ef1aa5d21ff9e9fefec9c7a230ff,drivers/misc/mediatek/aee/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/aee/mrdump/mrdump_private.h,3b876f9056d85226e617e0ef21808d8a042baa060059194e4aae99910553bf79,drivers/misc/mediatek/aee/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/aee/mrdump/mrdump_setup.c,f3b50537445021cff3a85f86f4599179e63e68f10531c8702453f26eb2eb0fae,drivers/misc/mediatek/aee/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/atf_log/atf_logger.c,a59504307f97f11331d13ae6eaab81c47e131597288196c3e76e3bda70f880d8,drivers/misc/mediatek/atf_log/Kconfig,"ioctl_entry,proc_sysfs_debugfs_registration,device_registration",6,not-observed,secure-world-marker,yes,no,none-observed,none-observed,not-derived-from-source,source-surface-only,user_copy:21:<file-scope>; user_copy:177:<file-scope>; secure_world:181:<file-scope>; user_copy:211:<file-scope>; user_copy:221:<file-scope>; user_copy:223:<file-scope>; user_copy:227:<file-scope>; ioctl_entry:330:<file-scope>; ioctl_entry:331:<file-scope>; secure_world:489:<file-scope>; secure_world:491:<file-scope>; device_registration:510:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/atf_log/mt_secure_call.c,a673b6f19bf1fa7e3416d87be3ab0834f0f15f4fba08486584ddad1ba1f690ef,drivers/misc/mediatek/atf_log/Kconfig,,0,not-observed,secure-world-marker,yes,no,none-observed,none-observed,not-derived-from-source,support-code-only,secure_world:37:<file-scope>; secure_world:59:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/auxadc/mtk_auxadc.c,5ffbce942417fc6aca773d90e4c6935f508087f9a80d96138a7ecc30561ed327,drivers/misc/mediatek/auxadc/Kconfig,"ioctl_entry,proc_sysfs_debugfs_registration,device_registration",5,not-observed,ioctl-or-user-copy,no,no,none-observed,none-observed,not-derived-from-source,source-surface-only,ioctl_entry:147:<file-scope>; ioctl_entry:148:<file-scope>; ioctl_entry:149:<file-scope>; ioctl_entry:150:<file-scope>; ioctl_entry:151:<file-scope>; user_copy:568:<file-scope>; ioctl_entry:578:<file-scope>; user_copy:583:<file-scope>; ioctl_entry:588:<file-scope>; user_copy:593:<file-scope>; ioctl_entry:603:<file-scope>; user_copy:609:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/auxadc/mtk_auxadc.h,187da568aaa9dbb739ab7c51a50e66d5e746bb43c08c8390c2fd908beb98089b,drivers/misc/mediatek/auxadc/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/auxadc/mt8183/mtk_auxadc_hw.h,8c26791089828dcf31061637c715451eadbf131cac881df256351e69956bcad3,drivers/misc/mediatek/auxadc/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/clkbuf_v1/mtk_clkbuf_ctl.c,175e823990501a72495ce7560c25ecf1d66a2f1f5c104c1dcfc1ce14e0380c27,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/clkbuf_v1/mt8183/mtk_clkbuf_hw.c,6de0b4d0c4930e20580e07dc49240bd556e8c64cb3015a03bd8aee798b71462e,drivers/misc/mediatek/base/power/clkbuf_v1/mt8183/Kconfig,proc_sysfs_debugfs_registration,0,not-observed,proc-sysfs-device-registration,no,no,none-observed,none-observed,not-derived-from-source,source-surface-only,proc_sysfs_debugfs_registration:1387:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cm_mgr_v1/mtk_cm_mgr.c,06b7dcf8260ea6dce97f006d640c0c9a8498573217c246fff152466ec290fa78,drivers/misc/mediatek/base/power/Kconfig,proc_sysfs_debugfs_registration,1,not-observed,secure-world-marker,yes,no,none-observed,none-observed,not-derived-from-source,source-surface-only,secure_world:352:<file-scope>; secure_world:357:<file-scope>; secure_world:361:<file-scope>; secure_world:475:<file-scope>; secure_world:548:<file-scope>; user_copy:961:<file-scope>; proc_sysfs_debugfs_registration:1069:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cm_mgr_v1/mtk_cm_mgr.h,adac8befbdf2a6909558da687451e647b85fbb0f355c4e6d87e0ae454638fb7f,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cm_mgr_v1/mtk_cm_mgr_data.h,7a664b606e266b75c7d1dbad3d46d6fb845d7836688d7bfade4dea07bd9275da,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cm_mgr_v1/mtk_cm_mgr_mt8183.c,f527fa81dd0d80af1845d94ff6d92ee9da73cb3ded1750bcb749032eb690a77a,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cm_mgr_v1/mtk_cm_mgr_mt8183.h,893fda182daa36da90b655b6c915223855c507fc483640b28bb764a6b6bf708a,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cm_mgr_v1/mtk_cm_mgr_mt8183_data.h,478c397472ded8cc5819cdf5a838b2f4cd8afa29fac39a2014c34fc04ef304e9,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cm_mgr_v1/mtk_cm_mgr_mt8183_events.h,9056e4116220b9aeb7a9d4368c987814477040270d36169bc781e99b512dcb70,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cm_mgr_v1/mtk_cm_mgr_mt8183_reg.h,184acbcbd2d02b274f683fbe187866dafbcdddb0028f12a6ff87efc92d69cbe0,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpufreq_v1/inc/mtk_cpufreq_internal.h,b9693a81fa6cb0a2cf681a2d2ead0dfddebfcfefd509530621cdf469b0d68a34,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,property_or_boot_state:136:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpufreq_v1/inc/mtk_cpufreq_struct.h,1944f031605a29c4f643d90ca6a5eed863b1759350385883fa0f79f508cd19d6,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpufreq_v1/src/mtk_cpufreq_api.c,34c56e4723b01d3bfa7f513b50293ba00e8a9003c6109fe0dbcf7e004b825a97,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpufreq_v1/src/mtk_cpufreq_debug.c,ac3f483fec51971b94d9f4b5a350dffe0039385753de17db00f25c02a8a9934e,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpufreq_v1/src/mtk_cpufreq_hybrid.c,90b05b36f19eb00aebde957458a068fef88d28e654c991823fd79595c1e4731e,drivers/misc/mediatek/base/power/Kconfig,"proc_sysfs_debugfs_registration,device_registration",0,not-observed,proc-sysfs-device-registration,no,no,none-observed,none-observed,not-derived-from-source,source-surface-only,proc_sysfs_debugfs_registration:949:<file-scope>; device_registration:991:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpufreq_v1/src/mtk_cpufreq_hybrid.h,b676a2ae7bba69c720ad64cc639242bec92919236a406efd11d312ec34d4d48a,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpufreq_v1/src/mtk_cpufreq_interface.c,d835a72238a90d48de3501d42b3ab2ff7ce887e829adf0a00fd6a6c559374e1c,drivers/misc/mediatek/base/power/Kconfig,proc_sysfs_debugfs_registration,1,not-observed,ioctl-or-user-copy,no,no,none-observed,none-observed,not-derived-from-source,source-surface-only,user_copy:56:<file-scope>; proc_sysfs_debugfs_registration:490:<file-scope>; proc_sysfs_debugfs_registration:505:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpufreq_v1/src/mtk_cpufreq_main.c,61810095093dac0f1e800e653300465e0b5c162baf060225604b6ae2539e3230,drivers/misc/mediatek/base/power/Kconfig,device_registration,0,not-observed,proc-sysfs-device-registration,no,no,none-observed,none-observed,not-derived-from-source,source-surface-only,device_registration:1546:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpufreq_v1/src/mach/mt8183/mtk_cpufreq_config.h,8e7f19e9a139712f5a2108fda3beab688ac44f2460b7b41d12bde8a2cbea9e44,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpufreq_v1/src/mach/mt8183/mtk_cpufreq_debug.h,5a26fb714d7ae7c65e21de808a13b767406fa4137ddcb2bf991f5dd45a20215c,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpufreq_v1/src/mach/mt8183/mtk_cpufreq_opp_pv_table.h,4ed7de8f4a809b3313dc60d812c8174930ffba721f93a4038417849ebb4d68f0,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpufreq_v1/src/mach/mt8183/mtk_cpufreq_opp_table.h,35e0484a725e63ed3fcff23ece7662c585cd7e16ccc97a865a241110cbc7e087,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpufreq_v1/src/mach/mt8183/mtk_cpufreq_platform.c,e74e0492bbaddb283fc200a8b81ba5a6d4e004715f2f55efa1ab127208e8a0df,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpufreq_v1/src/mach/mt8183/mtk_cpufreq_platform.h,beff592a6e4066318864b0c30fdd0c2e7c57f3dcfb8e6e14ad587dfbe728be77,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpuidle_v3/mtk_cpuidle.c,a60be10c87eb9a5c57c6e55926abbcebbc8d2edaa2230d8545f503e028f28606,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/cpuidle_v3/mtk_cpuidle_private.h,b62e7add7ca43d0a4403ebae63aeb88ab4062c3e33ab1c8024bdd87603e58f01,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/dcm_v1/mtk_dcm.c,628607d7c89aa2d0a0cec1cd2a8ecc780458575b8c51ed9424aa9f821069437e,drivers/misc/mediatek/base/power/Kconfig,proc_sysfs_debugfs_registration,0,not-observed,proc-sysfs-device-registration,no,no,none-observed,none-observed,not-derived-from-source,source-surface-only,proc_sysfs_debugfs_registration:450:<file-scope>; property_or_boot_state:452:<file-scope>; proc_sysfs_debugfs_registration:459:<file-scope>; property_or_boot_state:461:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/base/power/dcm_v1/mt8183/mtk_dcm_autogen.c,7b8efaa06b3f39e9da02178355217e7cda4db10d39eff10962b2abc46352642f,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/dcm_v1/mt8183/mtk_dcm_internal.c,9adc01af889f450040bc92afbcd6cc57b54539f396e78f55fa66c4526899ec7f,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/drcc_v1/mt8183/mtk_drcc.c,2972b95548bd8df2968063f41b1a3c70b78856e074f3cd253741ebb805762bbf,drivers/misc/mediatek/base/power/Kconfig,"proc_sysfs_debugfs_registration,device_registration",11,not-observed,secure-world-marker,yes,no,none-observed,none-observed,not-derived-from-source,source-surface-only,secure_world:296:<file-scope>; secure_world:312:<file-scope>; secure_world:331:<file-scope>; secure_world:354:<file-scope>; secure_world:361:<file-scope>; secure_world:370:<file-scope>; secure_world:379:<file-scope>; secure_world:387:<file-scope>; secure_world:395:<file-scope>; secure_world:403:<file-scope>; secure_world:411:<file-scope>; secure_world:419:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/base/power/drcc_v1/mt8183/inc/mtk_drcc.h,74479de81985f488be0c91b39a9ab1b0bd70222b4ec560cacd4cf0a7a96ba615,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,secure-world-marker,yes,no,none-observed,none-observed,not-derived-from-source,support-code-only,secure_world:24:<file-scope>; secure_world:27:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/base/power/eem_v1/inc/mtk_eem.h,5c38f8f77b23c183dd767c203fa5518d7a769869b06f140066a395a96d57e91e,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/eem_v2/mt8183/mtk_eem.c,a90e1394435073d0490d4359866651f03e1d206079f3919e4b3787b49bb83327,drivers/misc/mediatek/base/power/Kconfig,"proc_sysfs_debugfs_registration,device_registration",4,not-observed,ioctl-or-user-copy,no,no,none-observed,none-observed,not-derived-from-source,source-surface-only,property_or_boot_state:3212:<file-scope>; property_or_boot_state:3238:<file-scope>; user_copy:3262:<file-scope>; property_or_boot_state:3420:<file-scope>; user_copy:3452:<file-scope>; user_copy:3519:<file-scope>; property_or_boot_state:3573:<file-scope>; user_copy:3598:<file-scope>; property_or_boot_state:3693:<file-scope>; proc_sysfs_debugfs_registration:3694:<file-scope>; property_or_boot_state:3702:<file-scope>; proc_sysfs_debugfs_registration:3705:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/base/power/eem_v2/mt8183/mtk_eem_api.c,3ed5b0d82b9b7294c8734d02e8ec82799da580b884e00d7896bd02178c81930e,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/eem_v2/mt8183/mtk_eem_internal.c,d67406c9d2325ec47fbde95211e76dfdf215b1bf5f5672fb60a6fc094527b8ec,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/eem_v2/mt8183/mtk_eem_platform.c,27a6601930356ad6f866cf385486b4e0dd2fb3dd4ce7c56dac7d4a663301921f,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/eem_v2/mt8183/inc/mtk_defeem.h,905d1f0b46411ceab3bb5931f7c421c7632a68d3ac52c243cd6717a8dc5e9f7e,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/eem_v2/mt8183/inc/mtk_eem.h,de9b2ff7d0458a0efe94e10e94ce9301ed667c29d218879ada21b50f75835147,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/eem_v2/mt8183/inc/mtk_eem_config.h,0365e587fd15568b10272c5524b364db8db4f7f200bebb678f42175e454579da,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/eem_v2/mt8183/inc/mtk_eem_internal.h,4423a16e828496e0a9c7767ba18f24f82ce8ef1f72293f3ff0a4fa3ac0f276fd,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
drivers/misc/mediatek,drivers/misc/mediatek/base/power/eem_v2/mt8183/inc/mtk_eem_internal_ap.h,0eae1754fbaaff27d008469827ed7c5f08584e195033257e3a135c41e743ed09,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,property_or_boot_state:135:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/base/power/hps_v3/mtk_hotplug_cb.c,fa92779eb3b55aef4393503b8d366b2a26ab9f062744e60390c95e4d855e7746,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,secure-world-marker,yes,no,none-observed,none-observed,not-derived-from-source,support-code-only,secure_world:115:<file-scope>; secure_world:186:<file-scope>; secure_world:219:<file-scope>; secure_world:229:<file-scope>; secure_world:240:<file-scope>
drivers/misc/mediatek,drivers/misc/mediatek/base/power/hps_v3/mtk_hps.h,88ae158f24da4761e7bbcdc4ec1e06d563f1cd0e37d7eee5b1916721a76a08cb,drivers/misc/mediatek/base/power/Kconfig,,0,not-observed,support-code,no,no,none-observed,none-observed,not-derived-from-source,support-code-only,
