apk,apk_sha256,package,shared_user_id,protected_broadcast_count,target_action_present,target_permission_string_present,aapt_status
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6ac/android-amazon-perm-device-20260805-01/android.amazon.perm.apk,5b72bdfcfb91b28d2c751e548f60d406de5c3cbb235e47e232014abdebcdc058,android.amazon.perm,android.uid.system,158,false,true,PROTECTED_BROADCAST:amazon.speech.END_INTERACTION
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6ac/android-amazon-perm-device-20260805-01/android.amazon.perm.apk,5b72bdfcfb91b28d2c751e548f60d406de5c3cbb235e47e232014abdebcdc058,android.amazon.perm,android.uid.system,158,false,true,PROTECTED_BROADCAST:com.amazon.speech.CONNECTIVITY_ACTION
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6ac/android-amazon-perm-device-20260805-01/android.amazon.perm.apk,5b72bdfcfb91b28d2c751e548f60d406de5c3cbb235e47e232014abdebcdc058,android.amazon.perm,android.uid.system,158,false,true,PROTECTED_BROADCAST:amazon.speech.USER_ACTIVE
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6ac/android-amazon-perm-device-20260805-01/android.amazon.perm.apk,5b72bdfcfb91b28d2c751e548f60d406de5c3cbb235e47e232014abdebcdc058,android.amazon.perm,android.uid.system,158,false,true,PROTECTED_BROADCAST:amazon.speech.USER_INACTIVE
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6ac/android-amazon-perm-device-20260805-01/android.amazon.perm.apk,5b72bdfcfb91b28d2c751e548f60d406de5c3cbb235e47e232014abdebcdc058,android.amazon.perm,android.uid.system,158,false,true,PROTECTED_BROADCAST:amazon.speech.intent.action.END_POINT
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6ac/android-amazon-perm-device-20260805-01/android.amazon.perm.apk,5b72bdfcfb91b28d2c751e548f60d406de5c3cbb235e47e232014abdebcdc058,android.amazon.perm,android.uid.system,158,false,true,PROTECTED_BROADCAST:amazon.speech.intent.action.RECEIVE_UTTERANCE
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6ac/android-amazon-perm-device-20260805-01/android.amazon.perm.apk,5b72bdfcfb91b28d2c751e548f60d406de5c3cbb235e47e232014abdebcdc058,android.amazon.perm,android.uid.system,158,false,true,PROTECTED_BROADCAST:amazon.intent.action.PAIRING_MODE
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6ac/android-amazon-perm-device-20260805-01/android.amazon.perm.apk,5b72bdfcfb91b28d2c751e548f60d406de5c3cbb235e47e232014abdebcdc058,android.amazon.perm,android.uid.system,158,false,true,PROTECTED_BROADCAST:amazon.intent.action.ACTION_PREPARE_SHUTDOWN
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6ac/android-amazon-perm-device-20260805-01/android.amazon.perm.apk,5b72bdfcfb91b28d2c751e548f60d406de5c3cbb235e47e232014abdebcdc058,android.amazon.perm,android.uid.system,158,false,true,PROTECTED_BROADCAST:amazon.intent.action.HOME_PRESSED
/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/artifacts/phase6ac/android-amazon-perm-device-20260805-01/android.amazon.perm.apk,5b72bdfcfb91b28d2c751e548f60d406de5c3cbb235e47e232014abdebcdc058,android.amazon.perm,android.uid.system,158,false,true,PROTECTED_BROADCAST:amazon.intent.action.HOME_DOUBLE_PRESSED
